Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
348592000	0	28145.342	29.35785172	33958000000	959000000	3063153365	23.5355	NaN	NaN	2
48901000	0	NaN	100	NaN	NaN	166162900	49.02407	97.91	90.76	1
NaN	NaN	NaN	100	NaN	NaN	NaN	25.74627	NaN	NaN	3
179397000	2143000	5978.221	59.17142857	3347000000	98000000	7719766428	0	100	100	1
16175494000	0	248605.899	65.76488362	29021000000	17554000000	1.93783E+11	13.51351	100	100	2
NaN	NaN	NaN	85.09485095	NaN	NaN	738527017.2	NaN	NaN	NaN	3
NaN	NaN	3629.024	32.77950848	3390000000	33000000	751159775	0.6096322	95.35	97.97	3
38025000	702000	NaN	29.5	NaN	NaN	764803121.1	NaN	NaN	NaN	1
8406000	43000	2170.542	52.72727273	0	0	9118641548	10.54688	96.14	86.49	2
6624000	3052000	NaN	100	NaN	NaN	131466501.1	NaN	NaN	NaN	0
NaN	NaN	266540.593	46.72552654	40912000000	8847000000	43872317178	5.759589	99.69	99.37	3
NaN	NaN	26775.629	77.59418974	729000000	126000000	74145636290	30.64466	99.77	99.01	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1936666000	17000	29288.91	67.62301249	2188000000	16090000000	23079229575	0	100	100	2
9297771000	79080000	2117482.526	14.74697033	31028000000	23411000000	1.96604E+12	18.1118	100	100	2
119455000	1547000	6395.196	76.00276625	500000000	872000000	3112861317	NaN	NaN	NaN	1
3028351000	17000	30752.017	53.5694941	5781000000	151000000	23670593458	35.58586	100	100	2
4224000	768000	NaN	100	NaN	NaN	112663907.1	16.76471	NaN	NaN	0
6636000	2087000	NaN	100	NaN	NaN	361467111.6	45.02488	99.98	99.91	1
462276000	4000	4907.966	87.00823422	0	677000000	3800532470	NaN	NaN	NaN	2
NaN	NaN	10545.821	89.97432306	2537000000	14440000000	NaN	36.68326	30.95	60.17	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	2586.162	87.86969567	0	5064000000	1004746555	17.91871	100	100	3
NaN	NaN	44630.179	18.12881993	1018000000	131000000	37021635007	17.91871	100	100	3
NaN	NaN	334703.964	35.46036807	87654000000	9244000000	1.38564E+11	17.91871	100	100	3
6157000	203000	NaN	100	NaN	NaN	55150083.37	NaN	NaN	NaN	2
NaN	NaN	19216.571	45.06413832	7088000000	1137000000	42326708103	17.91871	100	100	3
547470000	70000	8155.291	76.01357082	1805000000	9972000000	2697920868	42.85119	100	100	2
191100000	0	37298.236	37.22531545	39161000000	792000000	1.48099E+11	59.09766	NaN	NaN	2
1009389000	96000	11030.694	83.56801094	997000000	5538000000	4472854646	27.18106	99.98	100	2
933680000	11440000	70709.589	51.3259524	89594000000	25833000000	34330505078	17.0119	99.27	98.74	1
9051000	3141000	677.244	94.69026549	0	285000000	57898130.12	NaN	NaN	NaN	0
NaN	NaN	138811.766	53.00956602	1.20798E+11	18002000000	20288388863	17.91871	100	100	3
NaN	NaN	5440.288	14.01363272	423000000	37000000	3971834389	17.91871	100	100	3
39761000	6956000	31704.304	87.20330237	0	467000000	870502513.3	59.79507	NaN	NaN	0
NaN	NaN	35284.473	46.53818701	11247000000	425000000	8353578001	17.91871	100	100	3
NaN	NaN	267199.892	59.92801907	21884000000	5857000000	1.03306E+11	17.91871	100	100	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
228402000	0	1989.714	79.97032641	444000000	492000000	1934656664	58.71927	100	100	2
NaN	NaN	208143.053	35.21082309	1.76215E+11	5743000000	53024181655	17.91871	100	100	3
252239000	6990000	3006.504	42.98801973	1279000000	12000000	1480157563	0	99.98	100	1
144974000	9376000	9458.694	88.98847631	0	2127000000	2014205288	67.32729	14.36	54.83	1
37150000	9938000	NaN	87.10526316	NaN	NaN	NaN	58.5592	38.57	58.31	0
6769000	470000	NaN	99.10714286	NaN	NaN	116517123.6	81.43441	13.73	55	0
3545000	2162000	NaN	100	NaN	NaN	124561482.3	56.00506	97.6	96.22	0
NaN	NaN	NaN	12.64280274	NaN	NaN	4431191816	NaN	NaN	NaN	3
NaN	NaN	30420.022	49.84629227	13797000000	9990000000	3489670289	17.91871	100	100	3
9734000	277000	NaN	100	NaN	NaN	105341634.7	48.48656	100	100	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
746949000	0	8203.664	74.54601416	0	2408000000	4653932356	22.11982	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
10569000	76000	NaN	100	NaN	NaN	355913639.7	51.1963	100	100	1
NaN	NaN	14138.49	30.39262287	11980000000	137000000	1.82527E+11	0	45.77	87.3	3
90601000	3335000	4600.384	83.21353066	0	4049000000	2491985119	25.3493	100	100	1
NaN	NaN	9084.184	53.72147915	2459000000	1985000000	12957286637	16.2189	100	100	3
23563000	4157000	2773.322	93.8253012	0	305000000	542536099.2	13.77359	89.24	85.79	0
NaN	NaN	26457.704	30.52348993	15176000000	355000000	33873898904	17.91871	100	100	3
4670611000	12688000	191803.031	36.58613683	24156000000	43052000000	51640625792	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
7278889000	200555000	619024.24	20.39777964	81927000000	34148000000	2.57423E+11	49.7942	74.5	79.37	1
NaN	NaN	14901.629	49.9032882	16722000000	1704000000	1038963335	17.91871	100	100	3
616112000	0	206945.866	46.37048439	1.43561E+11	49893000000	NaN	50.37936	NaN	NaN	2
NaN	NaN	34370.187	92.04873357	0	33294000000	50101816817	NaN	NaN	NaN	1
NaN	NaN	5250.591	83.05921053	0	2000000	3570697302	17.89745	94.95	96.76	3
NaN	NaN	22312.608	0	15382000000	5990000000	42513241699	9.896286	75.15	90.72	3
NaN	NaN	176063.48	45.52374676	1.72699E+11	31456000000	1.05649E+11	17.91871	100	100	3
700072000	0	4275.638	96.484375	0	5773000000	1772712407	NaN	NaN	NaN	2
232299000	272000	7061.694	60.81289659	11153000000	2611000000	8918475755	36.93869	99.96	99.82	2
NaN	NaN	495549.272	45.89961423	2.82844E+11	1.03951E+11	1.03076E+12	26.21608	99.65	98.47	3
4391205000	0	69243.985	13.22386951	7409000000	3304000000	19883105672	26.19449	NaN	NaN	2
113302000	24344000	17817.05	81.01623147	0	2426000000	2878951362	44.37734	15.2	59.37	0
51056000	5103000	2735.722	35.67631424	845000000	0	1225137071	4.989836	99.94	99.91	0
22674000	4191000	5192.869	99.0438247	0	1410000000	2639301421	19.34487	100	100	0
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	226946.394	33.37222366	81332000000	15351000000	2.01545E+11	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	892061190.2	NaN	NaN	NaN	1
NaN	NaN	27866.384	63.36009174	18450000000	33299000000	19320709853	0	99.9	99.55	3
60083000	5355000	NaN	27.99043062	NaN	NaN	876987037.3	34.28703	NaN	NaN	1
1602569000	0	5409.014	82.30752734	0	12971000000	28265312127	NaN	NaN	NaN	2
544974000	971000	NaN	86.74698795	NaN	NaN	160860069.2	NaN	NaN	NaN	0
NaN	NaN	19223.474	64.22958446	11750000000	16917000000	96334975396	NaN	NaN	NaN	2
25297000	372000	NaN	100	NaN	NaN	142774403.5	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
349486000	18604000	8973.869	90.71072319	0	5092000000	2616559604	NaN	NaN	NaN	1
7985000	2282000	NaN	NaN	NaN	NaN	NaN	18.91892	100	100	1
1042443000	0	9178.044	50.82404266	2025000000	562000000	6442845969	17.91871	100	100	2
NaN	NaN	4185.017	69.86731844	2403000000	0	398118083.5	17.91871	100	100	3
1755389000	0	4483.679	52.41545894	2058000000	2000000	5243938989	17.91871	100	100	2
NaN	NaN	NaN	90.10989011	NaN	NaN	15930121267	0	28.19	65.32	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
752328000	87000	14972.059	57.28720147	2867000000	5031000000	22719558239	51.10297	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
86874000	2371000	3149.567	42.5499232	3468000000	13000000	1672406461	22.25656	99.92	99.64	1
12438000	7142000	NaN	91.17082534	NaN	NaN	982306552.9	56.45464	30.46	55.59	0
35976000	595000	NaN	100	NaN	NaN	243588885.3	88.33554	96.98	90.27	2
9457520000	0	181088.72	59.82151802	1.32221E+11	49458000000	95299838493	18.84124	100	100	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
181026000	3026000	3012.012	23.49472377	0	182000000	2110178286	27.40937	100	100	2
24643000	3922000	NaN	100	NaN	NaN	1071545625	42.97203	40.45	59.91	0
NaN	NaN	818.52	100	0	2312000000	373422746.2	17.91871	100	100	3
23198000	0	15639.377	34.50057405	1897000000	654000000	3920716171	2.810862	17.6	60.76	0
39774000	462000	NaN	29.69924812	NaN	NaN	435670240.1	27.93798	NaN	NaN	2
34858000	2627000	3094.908	23.46011444	0	160000000	656677378.6	2.70711	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
23234000	7651000	9388.559	74.80190174	12000000	1000000	1660542080	NaN	NaN	NaN	0
25546000	1913000	NaN	91.9266055	NaN	NaN	198598074.5	NaN	NaN	NaN	0
23366000	68000	NaN	56.30797774	NaN	NaN	1796126168	29.01806	17.66	54.86	2
15188000	830000	NaN	79.10447761	NaN	NaN	253908650	40.51037	31.96	65.5	0
2520560000	0	73023.528	31.20169029	61910000000	1845000000	92166457214	1.773699	83.88	83.69	2
NaN	NaN	1840.132	72.36598891	0	30000000	1292948220	13.71546	96.14	86.49	2
11130000	1329000	NaN	52.15517241	NaN	NaN	705211860.3	48.62199	96.56	99.1	0
235673000	17189000	110872.372	33.29759124	13541000000	1848000000	53599283557	36.49701	19.05	56.19	1
107276000	2583000	3047.758	93.90347163	0	2167000000	1140842520	NaN	NaN	NaN	1
NaN	NaN	79550.078	37.93634714	63470000000	2065000000	28602644853	17.91871	100	100	3
NaN	NaN	29798.311	66.44905743	440000000	33000000	50949819616	24.73476	100	100	3
35262000	11903000	9598.582	61.49068323	0	9000000	2457914118	NaN	NaN	NaN	0
NaN	NaN	17257.16	53.39612188	10652000000	132000000	11052155564	0.1390901	99.98	100	3
NaN	NaN	16442.511	33.09554344	12891000000	2830000000	11582398520	1.063083	100	100	3
1076501000	77274000	82775.84	36.15362143	29678000000	32433000000	9024014037	42.4566	98.6	98.11	1
690142000	0	2802.105	92.4137931	0	2438000000	2423782844	46.58893	99.9	100	2
1996406000	0	15043.323	52.89487968	10111000000	1796000000	31241088631	10.13872	100	100	2
3980278000	1497000	39605.368	48.07955197	19576000000	4868000000	37497616889	12.03845	67.17	76.65	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	2
41577000	596000	NaN	75.30434783	NaN	NaN	2008196050	53.48302	100	100	1
NaN	NaN	97883.229	20.4357713	4679000000	2726000000	62183606786	17.91871	100	100	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	20260.796	3.42972113	0	781000000	NaN	NaN	NaN	NaN	0
NaN	NaN	24430.269	57.09820266	15199000000	4148000000	12006451787	17.91871	100	100	3
164823000	131000	4483.698	92.69813001	0	0	2863012083	18.00866	100	100	1
NaN	NaN	NaN	100	NaN	NaN	NaN	8.432776	NaN	NaN	3
NaN	NaN	23053.606	26.59312413	21616000000	0	9996578270	1.025027	100	100	3
3695726000	0	39416.695	26.24932207	9924000000	700000000	39768375717	17.91871	100	100	2
22570234000	0	688482.709	21.24930787	4.94716E+11	16087000000	4.26279E+11	20.15243	NaN	NaN	2
5655000	1716000	NaN	92.1875	NaN	NaN	596280757.8	46.65033	100	100	0
NaN	NaN	154075.602	64.23979972	99707000000	1.04493E+11	4.51279E+11	0.0075979	100	100	3
83710000	1500000	14728.779	98.8256785	0	4043000000	1399041060	45.41519	NaN	NaN	1
54830000	5285000	2858.826	54.01621223	42000000	2059000000	1602200366	51.27419	100	100	1
NaN	NaN	16705.083	50.34631543	33499000000	8124000000	1.77543E+11	0.5599593	69.6	83.51	3
3293000	703000	NaN	91.20879121	NaN	NaN	220167669.7	NaN	NaN	NaN	0
518172000	75000	5108.073	89.38212358	0	2228000000	2645835469	21.10852	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	706795235.7	NaN	NaN	NaN	3
1657000	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
1248914000	4768000	16899.905	23.37519277	415000000	172000000	11477985606	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	98.64661654	NaN	NaN	602541477.2	NaN	NaN	NaN	2
NaN	NaN	18304.07	21.86096466	1607000000	681000000	18836137106	17.91871	100	100	3
NaN	NaN	7735.468	48.55738406	476000000	16000000	957648198.5	17.91871	100	100	3
NaN	NaN	49601.27	74.31220096	603000000	873000000	29727344303	17.91871	100	100	3
19135000	17000	NaN	62.41610738	NaN	NaN	751935738.5	25.14852	96.14	86.49	1
39361000	0	NaN	100	NaN	NaN	63833877.52	NaN	NaN	NaN	2
139813600	143000	25362.081	58.63252241	12847000000	25307000000	17783782599	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
18530000	7785000	NaN	100	NaN	NaN	1355146209	NaN	NaN	NaN	0
53999000	39606000	2562.691	71.83462532	0	30000000	581817734.5	45.9314	14.32	56.85	0
1780465000	487000	106304.701	48.00821355	1.01892E+11	1659000000	1.11009E+11	30.01221	74.71	82.97	2
30997000	2810000	2494.2	52.33100233	347000000	0	163514359.3	NaN	NaN	NaN	0
28909000	0	22479.487	33.36654913	15037000000	0	NaN	NaN	NaN	NaN	2
1698000	161000	NaN	100	NaN	NaN	69753903.77	NaN	NaN	NaN	1
NaN	NaN	19326.71	7.433876078	7642000000	21000000	9495943630	53.89028	100	100	3
844943000	164000	9186.994	49.64081513	13577000000	1657000000	9038905609	57.44606	58.3	66.49	2
13450170000	435000	98501.727	26.24803078	98685000000	7519000000	73674684870	34.24703	50.31	65.68	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
42336000	13434000	18956.86	67.61202496	1600000000	40000000	2862895998	47.29932	13.76	54.86	0
21642000	7197000	NaN	91.38943249	NaN	NaN	2300539405	40.4594	16.1	56.67	0
3712300000	0	136050.418	12.29768328	22035000000	687000000	31543343239	14.02156	100	100	1
499061000	0	4144.728	93.96741524	7000000	3421000000	6360194480	12.26586	100	100	2
NaN	NaN	2277034.423	41.26563222	9.10176E+11	57776000000	2.94046E+11	10.74231	99.98	99.91	3
149032000	408000	50500.793	10.44565792	34566000000	1456000000	NaN	34.04733	NaN	NaN	1
10726000	145000	NaN	100	NaN	NaN	83690185.65	NaN	NaN	NaN	2
3332692000	0	65843.022	55.82496972	17495000000	14961000000	43065463229	41.22149	99.98	99.92	2
566256000	37909000	59149.125	30.12263228	29164000000	2727000000	23890250553	31.01655	100	100	1
1970000	105000	NaN	100	NaN	NaN	115230051.6	67.51567	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
2086000	620000	NaN	100	NaN	NaN	87076224.39	NaN	NaN	NaN	1
78517000	16377000	7245.633	93.60200721	0	6546000000	8154861549	NaN	NaN	NaN	1
1768693000	0	150018.901	11.64850881	0	143000000	34070371702	17.2253	96.14	86.49	2
284884000	14694000	22242.527	58.203125	29000000	17000000	77733372.08	45.90747	100	100	0
52284000	2691000	7611.626	81.3592233	0	29000000	1095608612	35.61888	17.1	56.76	1
25543000	0	9505.968	19.31313131	0	24000000	NaN	NaN	NaN	NaN	0
