Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
201548000	0	7091.75	84.39349112	0	2415000000	1805677853	6.860866	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
29695000	1243000	NaN	100	NaN	NaN	304956656.2	50.59275	100	100	1
NaN	NaN	13391.943	51.45025752	12240000000	153000000	1.0756E+11	NaN	NaN	NaN	3
130811000	5909000	2989.748	80.10204082	0	1391000000	1318911721	37.46367	100	100	1
NaN	NaN	7790.261	57.75620683	1571000000	1594000000	3524350338	NaN	NaN	NaN	3
20456000	3623000	2010.299	100	0	264000000	182507938.3	NaN	NaN	NaN	0
NaN	NaN	24999.439	32.65659024	6602000000	4404000000	11217315623	16.18995	100	100	3
7355900000	5280000	155691.554	58.03807359	25810000000	18732000000	29352929930	4.516899	96.58	99.22	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4192731000	138892000	457214.205	25.59717681	43016000000	27345000000	41059062638	NaN	NaN	NaN	1
NaN	NaN	13698.968	53.55064028	9263000000	4638000000	5407974558	16.18995	100	100	3
571574000	0	129254.062	52.60074369	76171000000	41041000000	NaN	40.45618	NaN	NaN	2
NaN	NaN	25379.23	85.20955659	0	31289000000	7882020800	NaN	NaN	NaN	1
NaN	NaN	3099.769	79.49152542	0	5000000	405074306.4	NaN	NaN	NaN	3
NaN	NaN	18248.882	50.05264389	13000000	13265000000	23281206264	NaN	NaN	NaN	3
NaN	NaN	171522.095	55.23227143	1.0136E+11	85878000000	47201152024	16.18995	100	100	3
261293000	0	3836.323	95.62899787	0	6388000000	1053690048	45.83115	100	100	2
315230000	435000	4858.401	88.64979901	742000000	6591000000	3441302676	62.88416	99.96	99.83	2
NaN	NaN	518946.061	54.22567396	2.51335E+11	1.04036E+11	3.61639E+11	21.37766	99.65	98.43	3
775299000	0	35581.832	17.50710329	5480000000	2668000000	2098969799	NaN	NaN	NaN	2
141738000	16448000	13976.418	92.81942978	0	2124000000	897865909.5	31.69237	14.64	59.29	0
75942000	2558000	2402.314	26.63967611	1659000000	0	261849462.5	NaN	NaN	NaN	0
17708000	1358000	3978.11	100	0	451000000	611415267.9	NaN	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	188075.191	50.20477729	29461000000	34581000000	96250966252	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	18805.435	62.34491315	10641000000	21682000000	7779181377	NaN	NaN	NaN	3
9479000	2999000	NaN	34.60207612	NaN	NaN	143594407.2	31.28964	NaN	NaN	1
607009000	0	4905.007	87.4134225	0	9298000000	8474638544	37.25713	NaN	NaN	2
53000	0	NaN	91.59663866	NaN	NaN	267707.4289	NaN	NaN	NaN	0
NaN	NaN	16574.676	72.55306604	3400000000	12096000000	13729872226	NaN	NaN	NaN	2
9187000	87000	NaN	100	NaN	NaN	78828586.62	48.36683	99.57	98.08	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
248234000	12135000	8326.569	94.98376038	0	3796000000	1131355393	43.30401	37.82	69.66	1
23185000	1354000	NaN	NaN	NaN	NaN	417891104.8	NaN	NaN	NaN	1
280673000	0	7132.129	55.00450857	1616000000	620000000	1362679202	16.18995	100	100	2
NaN	NaN	3280.918	71.05966162	217000000	0	97465875.31	16.18995	100	100	3
269960000	0	3714.083	51.21806298	1128000000	107000000	919162856.4	16.18995	100	100	2
NaN	NaN	NaN	100	NaN	NaN	3323014302	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1075166000	173000	10238.391	58.21977071	0	3298000000	5016935107	94.04303	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
67893000	552000	2846.774	36.53444676	3101000000	32000000	222490325.7	1.001201	NaN	NaN	1
37899000	10032000	NaN	97.06457926	NaN	NaN	285182984.9	NaN	NaN	NaN	0
5895000	331000	NaN	100	NaN	NaN	122801165.4	27.85402	97.12	90.67	2
14058866000	0	145123.363	67.81361595	41464000000	94328000000	35577279665	44.16919	100	100	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
45104000	1711000	2674.371	23.37386018	1000000	431000000	460208292.1	NaN	NaN	NaN	2
26447000	6666000	NaN	100	NaN	NaN	382455137.3	NaN	NaN	NaN	0
NaN	NaN	675.517	100	0	1917000000	1471281954	16.18995	100	100	3
14235000	0	12500.472	65.05775578	2535000000	691000000	286495285.3	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
10454000	975000	2364.063	17.53786028	0	87000000	202077115.7	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
31981000	4004000	7172.677	89.94565217	2000000	42000000	742321151.2	NaN	NaN	NaN	0
31464000	2107000	NaN	95.09202454	NaN	NaN	49402253.57	NaN	NaN	NaN	0
51757000	102000	NaN	75.7615894	NaN	NaN	914366200.8	NaN	NaN	NaN	2
21122000	11669000	NaN	73.27935223	NaN	NaN	246503876.5	NaN	NaN	NaN	0
2287065000	0	47271.069	44.63432295	53961000000	3309000000	28650938059	NaN	NaN	NaN	2
NaN	NaN	1018.755	99.58419958	0	0	259836317.7	NaN	NaN	NaN	2
10202000	5594000	NaN	56.22119816	NaN	NaN	81430378.41	NaN	NaN	NaN	0
754107000	4668000	89815.551	39.61005882	8879000000	220000000	10099448198	60.70679	19.27	57.19	1
97929000	4512000	2719.495	92.8	0	1848000000	492485082.1	1.908692	100	100	1
NaN	NaN	73222.775	34.93070185	51525000000	2641000000	17688012242	16.18995	100	100	3
NaN	NaN	25866.072	61.48540111	211000000	9000000	27922061765	4.943496	100	100	3
30518000	8478000	8107.715	59.97732426	0	27000000	987342059.5	23.57032	NaN	NaN	0
NaN	NaN	16819.909	49.91589099	9572000000	0	3952081617	0.7571976	99.94	100	3
NaN	NaN	8255.752	38.7032419	7547000000	1564000000	2459611643	NaN	NaN	NaN	3
984953000	28845000	63524.843	52.07895553	21780000000	26913000000	2087167598	NaN	NaN	NaN	1
424105000	0	2521.67	89.10702977	0	1445000000	722595083.2	4.96614	99.96	100	2
1432491000	0	12221.667	76.51900266	788000000	2452000000	8675891766	26.39662	100	100	2
3004106000	1535000	40423.602	64.47112265	17000000	9185000000	15074070373	9.759615	66.81	76.35	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	2
89547000	707000	NaN	90.85948158	NaN	NaN	304157942.4	NaN	NaN	NaN	1
NaN	NaN	89115.963	16.4916375	928000000	1916000000	27469379821	16.18995	100	100	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	19784.924	4.078326743	0	797000000	NaN	NaN	NaN	NaN	0
NaN	NaN	24672.946	61.59804321	7138000000	8421000000	14262113772	16.18995	100	100	3
147906000	220000	3850.262	91.25248509	0	0	772414730.7	37.33011	100	100	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	10654.614	28.27578925	9134000000	0	1163240666	NaN	NaN	NaN	3
698074000	0	36187.061	29.41032642	9001000000	3399000000	3395672577	16.18995	100	100	2
5604237000	0	619264.629	21.46779029	3.70372E+11	32986000000	27656266699	NaN	NaN	NaN	2
11372000	5058000	NaN	94.65240642	NaN	NaN	190641892.6	NaN	NaN	NaN	0
NaN	NaN	101324.807	66.95198098	58091000000	68100000000	20846857292	7.216629	NaN	NaN	3
47538000	1749000	13528.322	98.67461895	0	1386000000	137814239.3	NaN	NaN	NaN	1
76411000	8178000	2397.83	83.05400372	2000000	1442000000	387557896	NaN	NaN	NaN	1
NaN	NaN	19246.3	93.10849311	5858000000	25740000000	81084979733	NaN	NaN	NaN	3
11836000	2251000	NaN	94.18604651	NaN	NaN	49207283.21	NaN	NaN	NaN	0
212046000	126000	3963.81	90.74074074	0	1416000000	1901335129	9.333077	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	135161381.9	NaN	NaN	NaN	3
25000	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
47037000	0	13312.895	10.15061046	392000000	315000000	516829680	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	98.62068966	NaN	NaN	133306173	19.56278	26.34	56.84	2
NaN	NaN	17743.064	14.98695041	3344000000	202000000	4376328678	16.18995	100	100	3
NaN	NaN	6413.049	45.02762431	293000000	55000000	3196099289	16.18995	100	100	3
NaN	NaN	47555.792	75.10862361	462000000	1533000000	16498730164	16.18995	100	100	3
18168000	36000	NaN	54.9382716	NaN	NaN	351794160.2	NaN	NaN	NaN	1
11153000	0	NaN	100	NaN	NaN	43752074.07	77.48977	NaN	NaN	2
246536000	231000	15949.811	52.96695692	9355000000	12631000000	354635059.5	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
10477000	3247000	NaN	100	NaN	NaN	113752750.9	NaN	NaN	NaN	0
10310000	3104000	2110.736	74.32432432	0	75000000	140857366.7	NaN	NaN	NaN	0
4849005000	690000	72369.906	54.60582574	60416000000	10022000000	32665494378	44.89679	74.76	82.13	2
25444000	917000	2148.662	32.62295082	222000000	0	94280845	NaN	NaN	NaN	0
115176000	0	14506.643	29.32825841	9840000000	0	NaN	NaN	NaN	NaN	2
880000	32000	NaN	100	NaN	NaN	24642272.13	NaN	NaN	NaN	1
NaN	NaN	10657.054	21.51084518	5436000000	3000000	1402802249	NaN	NaN	NaN	3
570420000	295000	7305.91	56.34087981	9280000000	1229000000	1871427115	NaN	NaN	NaN	2
6852517000	789000	76348.213	37.87662866	46216000000	9311000000	23514529803	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
62839000	14656000	13389.944	76.4868603	0	271000000	974237761.4	59.36967	13.38	55.36	0
26220000	6265000	NaN	88.03827751	NaN	NaN	808042394.7	0	15.81	57.19	0
707589000	0	133792.438	9.075632173	29947000000	1187000000	1477202751	NaN	NaN	NaN	1
543661000	0	3091.889	92.25984796	0	502000000	2775536603	26.19793	100	100	2
NaN	NaN	2273331.687	42.0489674	6.3429E+11	1.18482E+11	1.284E+11	11.58812	99.98	99.91	3
237324000	0	50741.019	16.42872428	34358000000	4712000000	NaN	NaN	NaN	NaN	1
6978000	55000	NaN	100	NaN	NaN	55179039.38	48.19734	99.73	98.78	2
2930500000	0	56427.025	55.67317871	14730000000	7655000000	15898851921	32.97226	99.98	99.91	2
351528000	7464000	36923.379	44.14180126	4356000000	4519000000	3416511106	NaN	NaN	NaN	1
979000	103000	NaN	100	NaN	NaN	38922827.42	NaN	NaN	NaN	1
NaN	NaN	NaN	99.08256881	NaN	NaN	NaN	NaN	NaN	NaN	1
1283000	330000	NaN	100	NaN	NaN	63657907.06	NaN	NaN	NaN	1
90745000	8924000	4740.362	95.24048096	0	3413000000	2913976542	16.05956	NaN	NaN	1
1251849000	0	114392.688	9.041891744	0	0	7702061615	NaN	NaN	NaN	2
24792000	0	16679.902	44.32071269	0	3000000	82500000	NaN	NaN	NaN	0
87872000	12719000	6247.26	73.79032258	0	34000000	244824169	NaN	NaN	NaN	1
138391000	1406000	9886.472	23.71270135	0	66000000	321301859.4	NaN	NaN	NaN	0
