Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
866888000	10025000	NaN	NaN	NaN	NaN	37028502252	NaN	NaN	NaN	1
10437000	3605000	NaN	NaN	NaN	NaN	114149585.5	NaN	NaN	NaN	0
NaN	NaN	128135.941	NaN	93378000000	16505000000	31871818385	6.29908	100	100	3
NaN	NaN	5472.786	NaN	304000000	41000000	2567137793	6.29908	100	100	3
62118000	11281000	NaN	NaN	NaN	NaN	NaN	59.68028	NaN	NaN	0
NaN	NaN	35611.07	NaN	11149000000	605000000	9547420312	6.29908	100	100	3
NaN	NaN	264230.239	NaN	26203000000	6336000000	1.65852E+11	6.29908	100	100	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
138001000	0	NaN	NaN	NaN	NaN	1735882498	NaN	NaN	NaN	2
NaN	NaN	204233.932	NaN	1.75545E+11	3370000000	82364656565	6.29908	100	100	3
281130000	8421000	NaN	NaN	NaN	NaN	2263794188	0	99.98	100	1
199706000	11560000	NaN	NaN	NaN	NaN	5158150247	NaN	NaN	NaN	1
24434000	0	NaN	NaN	NaN	NaN	NaN	63.08781	38.57	58.31	0
7106000	469000	NaN	NaN	NaN	NaN	201627502.7	NaN	NaN	NaN	0
3309000	2041000	NaN	NaN	NaN	NaN	156432568.4	51.75258	97.6	96.22	0
NaN	NaN	NaN	NaN	NaN	NaN	2346355093	NaN	NaN	NaN	3
NaN	NaN	27015.522	NaN	16536000000	7679000000	6352402264	6.29908	100	100	3
11240000	289000	NaN	NaN	NaN	NaN	119154929.4	38.06262	100	100	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
673806000	0	NaN	NaN	NaN	NaN	5948552636	21.10029	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
14059000	70000	NaN	NaN	NaN	NaN	782063523.5	49.21301	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	2.68743E+11	0	45.77	87.3	3
64168000	4114000	NaN	NaN	NaN	NaN	2700862752	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	14132504961	15.34988	100	100	3
8448000	201000	NaN	NaN	NaN	NaN	1336870706	NaN	NaN	NaN	0
NaN	NaN	25441.442	NaN	11614000000	462000000	44988178945	6.29908	100	100	3
5335348000	16484000	NaN	NaN	NaN	NaN	96210971536	2.414649	96.58	99.19	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5372532000	189107000	NaN	NaN	NaN	NaN	3.0048E+11	NaN	NaN	NaN	1
NaN	NaN	14937.881	NaN	17310000000	596000000	2113853184	6.29908	100	100	3
371402000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	50622110875	NaN	NaN	NaN	1
NaN	NaN	5356.417	NaN	0	2000000	5788562363	6.422921	94.95	96.76	3
NaN	NaN	21908.008	NaN	21619000000	2227000000	70907305713	NaN	NaN	NaN	3
NaN	NaN	170171.244	NaN	1.538E+11	21547000000	1.58478E+11	6.29908	100	100	3
845929000	0	NaN	NaN	NaN	NaN	2501093861	49.95139	100	100	2
162481000	252000	NaN	NaN	NaN	NaN	13632982841	NaN	NaN	NaN	2
NaN	NaN	494896.066	NaN	2.94352E+11	75488000000	1.09607E+12	20.9873	99.65	98.47	3
4971307000	0	NaN	NaN	NaN	NaN	28264707689	20.50382	NaN	NaN	2
115156000	23119000	NaN	NaN	NaN	NaN	4320857457	44.87252	15.2	59.37	0
73379000	4659000	NaN	NaN	NaN	NaN	1720378195	8.092886	99.94	99.91	0
28831000	4114000	NaN	NaN	NaN	NaN	3817077503	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	246515.955	NaN	96793000000	15345000000	2.92143E+11	32.08546	95.06	94.14	3
4781000	0	NaN	NaN	NaN	NaN	846409246.4	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	24804544868	NaN	NaN	NaN	3
78726000	4929000	NaN	NaN	NaN	NaN	1104519904	NaN	NaN	NaN	1
1604684000	0	NaN	NaN	NaN	NaN	44475630274	NaN	NaN	NaN	2
1790000	275000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	1.06144E+11	NaN	NaN	NaN	2
13726000	363000	NaN	NaN	NaN	NaN	206256107.8	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
694874000	17851000	NaN	NaN	NaN	NaN	7195358272	38.72329	38.09	69.28	1
7464000	2270000	NaN	NaN	NaN	NaN	NaN	28.02198	100	100	1
807353000	0	NaN	NaN	NaN	NaN	6598353023	6.29908	100	100	2
NaN	NaN	4204.806	NaN	2920000000	0	848319027.6	6.29908	100	100	3
875685000	0	NaN	NaN	NaN	NaN	7605712549	6.29908	100	100	2
NaN	NaN	NaN	NaN	NaN	NaN	23726490182	0	28.19	65.32	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
875477000	105000	NaN	NaN	NaN	NaN	23609251321	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
79641000	2442000	NaN	NaN	NaN	NaN	1717685351	22.80937	99.92	99.64	1
16844000	8109000	NaN	NaN	NaN	NaN	1171581600	51.06438	30.46	55.59	0
24167000	678000	NaN	NaN	NaN	NaN	364318765.8	NaN	NaN	NaN	2
9536128000	0	169833.374	NaN	1.40185E+11	43116000000	1.20584E+11	20.4855	100	100	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
213777000	2700000	NaN	NaN	NaN	NaN	2276767086	27.9066	100	100	2
21694000	5246000	NaN	NaN	NaN	NaN	1344375978	42.97203	40.45	59.91	0
NaN	NaN	NaN	NaN	NaN	NaN	540153472.9	6.29908	100	100	3
35736000	0	NaN	NaN	NaN	NaN	6045321159	NaN	NaN	NaN	0
37878000	579000	NaN	NaN	NaN	NaN	556155061.5	16.84751	NaN	NaN	2
27870000	2834000	NaN	NaN	NaN	NaN	2287769227	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
49726000	9810000	NaN	NaN	NaN	NaN	2265087873	30.19224	14.03	54.86	0
32837000	2157000	NaN	NaN	NaN	NaN	287851715.9	NaN	NaN	NaN	0
17469000	53000	NaN	NaN	NaN	NaN	2618620225	12.71327	17.66	54.86	2
7628000	1164000	NaN	NaN	NaN	NaN	325348522.1	44.79931	31.96	65.5	0
1934915000	0	NaN	NaN	NaN	NaN	1.06528E+11	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	1695690507	12.7927	96.14	86.49	2
9287000	2396000	NaN	NaN	NaN	NaN	760292730.7	48.62199	96.56	99.1	0
102537000	23430000	NaN	NaN	NaN	NaN	35884925669	34.46549	19.5	56.58	1
106417000	3084000	NaN	NaN	NaN	NaN	1798980796	21.38044	100	100	1
NaN	NaN	83328.964	NaN	71310000000	1338000000	46146854478	6.29908	100	100	3
NaN	NaN	30935.119	NaN	4885000000	30000000	52797901977	2.56312	100	100	3
33190000	10591000	NaN	NaN	NaN	NaN	2925073543	44.63972	99.35	99.55	0
NaN	NaN	18313.355	NaN	9849000000	2000000	16722649840	0	99.98	100	3
NaN	NaN	NaN	NaN	NaN	NaN	13025234533	NaN	NaN	NaN	3
1065708000	81395000	NaN	NaN	NaN	NaN	17255566250	NaN	NaN	NaN	1
757473000	0	NaN	NaN	NaN	NaN	2714468988	NaN	NaN	NaN	2
2725948000	0	NaN	NaN	NaN	NaN	44214810908	1.271086	100	100	2
3347315000	1317000	NaN	NaN	NaN	NaN	62326282640	7.296873	67.17	76.65	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.7462686	NaN	NaN	2
53063000	599000	NaN	NaN	NaN	NaN	3121182796	46.81055	100	100	1
NaN	NaN	101710.071	NaN	4813000000	2877000000	93472496388	6.29908	100	100	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	23521.079	NaN	14817000000	2294000000	20936752414	6.29908	100	100	3
143468000	109000	NaN	NaN	NaN	NaN	4166638690	15.75082	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	31181696694	NaN	NaN	NaN	3
2801375000	0	NaN	NaN	NaN	NaN	48047827695	6.29908	100	100	2
17652486000	0	NaN	NaN	NaN	NaN	4.79222E+11	18.20597	NaN	NaN	2
6182000	1861000	NaN	NaN	NaN	NaN	812754517	32.09431	100	100	0
NaN	NaN	NaN	NaN	NaN	NaN	4.59313E+11	NaN	NaN	NaN	3
88953000	0	NaN	NaN	NaN	NaN	1036243575	34.05421	NaN	NaN	1
74671000	6865000	NaN	NaN	NaN	NaN	2047480435	51.65209	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	2.3126E+11	0	69.6	83.51	3
4065000	893000	NaN	NaN	NaN	NaN	408971189	NaN	NaN	NaN	0
477202000	63000	NaN	NaN	NaN	NaN	2897266462	8.332089	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	449161541.3	NaN	NaN	NaN	3
0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
873257000	4965000	NaN	NaN	NaN	NaN	13307506849	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	690815201.3	54.29675	27.63	56.67	2
NaN	NaN	17266.642	NaN	1917000000	609000000	2155731815	6.29908	100	100	3
NaN	NaN	7093.108	NaN	548000000	9000000	1070759591	6.29908	100	100	3
NaN	NaN	50777.669	NaN	4274000000	2724000000	48246134947	6.29908	100	100	3
14249000	17000	NaN	NaN	NaN	NaN	756343903	26.88356	96.14	86.49	1
39705000	0	NaN	NaN	NaN	NaN	235574952.8	NaN	NaN	NaN	2
132769100	119000	NaN	NaN	NaN	NaN	20631905973	14.47208	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
16519000	6113000	NaN	NaN	NaN	NaN	632405277	NaN	NaN	NaN	0
8644000	4143000	NaN	NaN	NaN	NaN	714940238.1	46.3386	14.32	56.85	0
1627368000	437000	NaN	NaN	NaN	NaN	1.72028E+11	NaN	NaN	NaN	2
54964000	2701000	NaN	NaN	NaN	NaN	403106502.7	15.9522	NaN	NaN	0
11539000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
2347000	171000	NaN	NaN	NaN	NaN	104527409.2	64.60396	100	100	1
NaN	NaN	NaN	NaN	NaN	NaN	9692265704	NaN	NaN	NaN	3
715860000	125000	NaN	NaN	NaN	NaN	9764263623	NaN	NaN	NaN	2
11501431000	347000	104799.515	NaN	98144000000	2180000000	85959456531	36.44162	50.31	65.68	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	41.04046	NaN	NaN	2
67100000	19935000	NaN	NaN	NaN	NaN	3904675773	48.41179	13.76	54.86	0
24205000	10778000	NaN	NaN	NaN	NaN	2706004330	41.05072	16.1	56.67	0
4428946000	0	NaN	NaN	NaN	NaN	34571298904	6.066207	100	100	1
670210000	0	NaN	NaN	NaN	NaN	7655536745	11.44051	100	100	2
NaN	NaN	2234994.871	NaN	1.01114E+12	48185000000	4.88928E+11	2.845435	99.98	99.91	3
123938000	662000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
8691000	147000	NaN	NaN	NaN	NaN	112702052	NaN	NaN	NaN	2
3461634000	0	NaN	NaN	NaN	NaN	29665461757	30.27754	99.98	99.92	2
520675000	47118000	NaN	NaN	NaN	NaN	12466599340	33.17811	100	100	1
2314000	87000	NaN	NaN	NaN	NaN	161382116.2	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
3328000	590000	NaN	NaN	NaN	NaN	209444849.8	NaN	NaN	NaN	1
77882000	15947000	NaN	NaN	NaN	NaN	5938627911	NaN	NaN	NaN	1
2476095000	0	NaN	NaN	NaN	NaN	43819537260	15.50324	96.14	86.49	2
127525000	11762000	NaN	NaN	NaN	NaN	1299650366	NaN	NaN	NaN	0
60092000	2937000	NaN	NaN	NaN	NaN	2093751340	NaN	NaN	NaN	1
42701000	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
