Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
45583000	6168000	15344.418	95.20884521	0	127000000	106436547.3	NaN	NaN	NaN	0
NaN	NaN	28792.827	50.7782751	4954000000	1069000000	8316763290	20.98832	NaN	NaN	3
NaN	NaN	236584.217	60.92723749	3054000000	14084000000	60227054534	20.98832	NaN	NaN	3
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
195460000	0	1219.95	42.43176179	166000000	104000000	332016181.1	NaN	NaN	NaN	2
NaN	NaN	212959.861	38.43503177	5824000000	28116000000	48572193621	20.98832	NaN	NaN	3
NaN	NaN	10059.392	NaN	2331000000	3238000000	NaN	NaN	NaN	NaN	1
106522000	9682000	5475.096	90.57116954	0	0	644302471.1	NaN	NaN	NaN	1
43220000	3194000	NaN	100	NaN	NaN	145115257.6	NaN	NaN	NaN	0
7973000	743000	NaN	100	NaN	NaN	67615345.1	NaN	NaN	NaN	0
6577000	1014000	NaN	100	NaN	NaN	14577094.87	NaN	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	9473857.534	NaN	NaN	NaN	3
NaN	NaN	21616.504	45.61527198	93000000	8847000000	6400005163	20.98832	NaN	NaN	3
1633000	44000	NaN	100	NaN	NaN	17472962.96	NaN	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
134010000	0	4633.372	85.41364296	0	270000000	880813440	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
53018000	728000	NaN	100	NaN	NaN	124416125.7	NaN	NaN	NaN	1
NaN	NaN	8888.789	29.43266912	0	1131000000	28888620800	NaN	NaN	NaN	3
159933000	656000	2400.409	87.22826087	0	34000000	112325600	NaN	NaN	NaN	1
NaN	NaN	7297.89	NaN	1155000000	1895000000	NaN	NaN	NaN	NaN	3
16615000	2690000	1558.388	80.88235294	0	119000000	41497494.3	NaN	NaN	NaN	0
NaN	NaN	27331.527	34.73033123	5026000000	2827000000	4025559100	20.98832	NaN	NaN	3
4615708000	6292000	106096.48	57.611246	1051000000	17567000000	10357988937	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4555056000	101023000	329487.359	22.57347898	13355000000	9858000000	7615987443	NaN	NaN	NaN	1
NaN	NaN	10015.416	45.35385979	3752000000	2432000000	5867444304	20.98832	NaN	NaN	3
619223000	0	74443.44	66.36493419	33000000000	24070000000	NaN	NaN	NaN	NaN	2
NaN	NaN	15602.947	87.08629756	0	19910000000	8210018400	NaN	NaN	NaN	1
NaN	NaN	2050.606	85.32608696	0	7000000	466776858.7	NaN	NaN	NaN	3
NaN	NaN	11513.413	62.53472964	0	10028000000	6427966120	NaN	NaN	NaN	3
NaN	NaN	150164.5	61.22640393	36342000000	1.04287E+11	72254303170	20.98832	NaN	NaN	3
240213000	0	2798.834	96.00717811	0	1980000000	106057217.2	NaN	NaN	NaN	2
403235000	586000	3368.435	93.07634731	419000000	3297000000	1104763223	NaN	NaN	NaN	2
NaN	NaN	444068.643	59.16317936	1.79474E+11	1.49863E+11	80625855126	20.89738	NaN	NaN	3
NaN	NaN	74505.869	NaN	8700000000	7550000000	NaN	NaN	NaN	NaN	2
320133000	8864000	11139.628	78.03030303	0	160000000	145138363.1	NaN	NaN	NaN	0
NaN	NaN	6787.415	NaN	3707000000	0	NaN	NaN	NaN	NaN	0
16082000	0	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	99941.842	54.85369252	9935000000	27182000000	13814693077	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	2691.602	85.82322357	1064000000	9716000000	4306806733	NaN	NaN	NaN	3
3240000	966000	NaN	100	NaN	NaN	34708285.36	NaN	NaN	NaN	1
79193000	0	2418.332	95.28957529	0	2440000000	4536363853	NaN	NaN	NaN	2
1978000	0	NaN	100	NaN	NaN	1307912.9	NaN	NaN	NaN	0
NaN	NaN	13569.944	58.09096401	0	10460000000	6967997814	NaN	NaN	NaN	2
4338000	0	NaN	100	NaN	NaN	48746646.1	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
165638000	6599000	5599.655	94.94584838	0	261000000	724220186.1	NaN	NaN	NaN	1
10167000	825000	NaN	NaN	NaN	NaN	115039949.3	NaN	NaN	NaN	1
NaN	NaN	16892.091	NaN	6290000000	5701000000	NaN	20.98832	NaN	NaN	2
NaN	NaN	3642.479	49.2238703	28000000	26000000	201722835.7	20.98832	NaN	NaN	3
NaN	NaN	7399.56	NaN	1811000000	499000000	NaN	20.98832	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	650685700.7	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1161829000	291000	7313.838	66.46601086	0	6163000000	3349097038	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	8224.334	NaN	6099000000	4013000000	NaN	NaN	NaN	NaN	1
76629000	5993000	NaN	93.85665529	NaN	NaN	88857217.2	NaN	NaN	NaN	0
2017000	82000	NaN	100	NaN	NaN	23468608.6	NaN	NaN	NaN	2
8186144000	0	128045.702	75.79748987	20726000000	65604000000	18052066577	24.92044	NaN	NaN	2
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	2426.949	NaN	0	59000000	NaN	NaN	NaN	NaN	2
18300000	3297000	NaN	97.4789916	NaN	NaN	325999064.8	NaN	NaN	NaN	0
NaN	NaN	671.84	69.33333333	0	829000000	1374657750	20.98832	NaN	NaN	3
51102000	5461000	10481.226	48.33333333	1046000000	341000000	347210275.9	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	0	3823.621	15.6803845	0	253000000	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
41385000	2048000	5894.403	80	0	69000000	240557217.2	NaN	NaN	NaN	0
35308000	1581000	NaN	97.6	NaN	NaN	71680834.4	NaN	NaN	NaN	0
51201000	137000	NaN	88.6746988	NaN	NaN	914948832	NaN	NaN	NaN	2
46302000	5635000	NaN	86.66666667	NaN	NaN	157742195.2	NaN	NaN	NaN	0
1079216000	0	25752.204	61.56642609	8342000000	10453000000	11716563664	48.12444	NaN	NaN	2
NaN	NaN	651.717	100	0	46000000	NaN	NaN	NaN	NaN	2
33048000	3751000	NaN	58.48214286	NaN	NaN	206677064.1	NaN	NaN	NaN	0
2082366000	281000	73839.652	75.35456682	6578000000	1645000000	4678023330	NaN	NaN	NaN	1
200765000	3374000	2160.776	94.14893617	0	599000000	169488608.6	NaN	NaN	NaN	1
NaN	NaN	69360.91	37.02571289	41095000000	3381000000	33335400635	20.98832	NaN	NaN	3
NaN	NaN	21693.677	73.78907592	0	7000000	13650691111	NaN	NaN	NaN	3
28584000	5001000	5976.675	74.80916031	0	32000000	450982953.9	NaN	NaN	NaN	0
NaN	NaN	13224.848	41.34932534	7021000000	24000000	2950277967	NaN	NaN	NaN	3
NaN	NaN	5840.836	43.50301407	3752000000	873000000	2640633666	NaN	NaN	NaN	3
865839000	15877000	44151.435	47.38850081	13165000000	9196000000	1219792222	NaN	NaN	NaN	1
206628000	0	1571.309	88.32432432	0	714000000	499075395.9	NaN	NaN	NaN	2
525217000	0	9548.814	82.39942529	223000000	2634000000	3090441600	NaN	NaN	NaN	2
1624519000	757000	28878.767	78.88462154	0	12804000000	4436166921	NaN	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	2
145714000	847000	NaN	92.71758437	NaN	NaN	345327807.8	NaN	NaN	NaN	1
NaN	NaN	101005.304	9.523664649	107000000	1528000000	3799891426	20.98832	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	31703.766	NaN	0	123000000	NaN	NaN	NaN	NaN	0
NaN	NaN	16945.918	69.35765868	0	10070000000	26239357760	20.98832	NaN	NaN	3
106634000	307000	3172.193	92.77504105	0	8000000	974467360.6	34.67153	NaN	NaN	1
NaN	NaN	NaN	100	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	6900.866	17.09543568	4643000000	0	960456408.8	NaN	NaN	NaN	3
108573000	0	51335.47	33.68884149	20468000000	6134000000	1489442746	20.98832	NaN	NaN	2
NaN	NaN	871122.201	NaN	5.01645E+11	1.20248E+11	NaN	NaN	NaN	NaN	2
11626000	2350000	NaN	94.76744186	NaN	NaN	110120397.8	NaN	NaN	NaN	0
NaN	NaN	69596.292	56.00295026	37231000000	36780000000	13298432865	NaN	NaN	NaN	3
9999000	8088000	10607.856	98.43430905	0	623000000	7614304.3	NaN	NaN	NaN	1
122220000	6336000	1673.614	92.50535332	17000000	908000000	23470760.94	NaN	NaN	NaN	1
NaN	NaN	12862.906	97.80406712	0	16921000000	34186648498	NaN	NaN	NaN	3
5425000	399000	NaN	100	NaN	NaN	9628608.6	NaN	NaN	NaN	0
81258000	173000	2715.397	89.55732123	0	604000000	453109120	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
41000	41000	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	0
1287927000	0	16479.358	NaN	1315000000	1884000000	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	98.77835951	NaN	NaN	20221809.44	NaN	NaN	NaN	2
NaN	NaN	19126.767	NaN	2123000000	2490000000	NaN	20.98832	NaN	NaN	3
NaN	NaN	5556.314	NaN	2000000	560000000	112252402.6	20.98832	NaN	NaN	3
NaN	NaN	48694.838	76.93936987	505000000	1990000000	20477291990	20.98832	NaN	NaN	3
7693000	51000	NaN	0	NaN	NaN	171931828.1	NaN	NaN	NaN	1
7550000	0	NaN	100	NaN	NaN	27650738.7	NaN	NaN	NaN	2
119929000	0	11402.158	75.92325325	4105000000	5390000000	420691843	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
5997000	1439000	NaN	100	NaN	NaN	123724750.4	NaN	NaN	NaN	0
26688000	2750000	1293.832	76.95652174	0	90000000	369300540.3	NaN	NaN	NaN	0
2644389000	813000	45541.426	57.4951064	19800000000	12761000000	18392698396	56.06948	NaN	NaN	2
NaN	NaN	5070.733	NaN	1183000000	0	NaN	NaN	NaN	NaN	0
NaN	NaN	16962.277	NaN	14200000000	0	NaN	NaN	NaN	NaN	2
492000	19000	NaN	100	NaN	NaN	32282036.4	NaN	NaN	NaN	1
NaN	NaN	5933.646	31.2369338	3692000000	3000000	357676076.4	62.18125	NaN	NaN	3
438246000	441000	4897.998	72.67992424	2141000000	3779000000	866047296.4	NaN	NaN	NaN	2
3393208000	1172000	52088.959	41.18755435	12589000000	3294000000	6616201184	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
60847000	9849000	9932.458	88.70481928	0	96000000	203908582.6	NaN	NaN	NaN	0
44899000	7863000	NaN	96.98275862	NaN	NaN	58913400.3	NaN	NaN	NaN	0
NaN	NaN	252341.997	NaN	46431000000	38528000000	NaN	NaN	NaN	NaN	1
255059000	0	2441.17	94.52495974	0	849000000	1135960002	NaN	NaN	NaN	2
NaN	NaN	1930629.906	41.65094276	4.0223E+11	1.27079E+11	1.59273E+11	6.88925	NaN	NaN	3
NaN	NaN	48077.764	NaN	39314000000	4820000000	NaN	NaN	NaN	NaN	1
1951000	44000	NaN	100	NaN	NaN	22684304.3	NaN	NaN	NaN	2
2424644000	0	45423.118	52.39033068	15348000000	3447000000	14718563056	NaN	NaN	NaN	2
47648000	439000	24717.111	37.1965812	35000000	1492000000	NaN	NaN	NaN	NaN	1
796000	31000	NaN	100	NaN	NaN	39836946	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
1261000	140000	NaN	100	NaN	NaN	67807726.6	NaN	NaN	NaN	1
80063000	4597000	3058.848	95.79252811	0	1970000000	696933248.2	NaN	NaN	NaN	1
NaN	0	97858.012	17.67022775	0	0	3186551429	17.37955	NaN	NaN	2
86900000	8243000	12042.263	75.5859375	0	22000000	193104400	NaN	NaN	NaN	0
304657000	9540000	5564.885	57.66312595	0	23000000	192407808.6	NaN	NaN	NaN	1
194585000	485000	9854.227	16.4774044	0	0	295014164.5	NaN	NaN	NaN	0
