Interest payments on external debt, total (INT, current US$)	PPG, IDA (INT, current US$)	Energy use (kt of oil equivalent)	CO2 emissions from liquid fuel consumption (% of total)	Electricity production from natural gas sources (kWh)	Electricity production from oil sources (kWh)	Total reserves (includes gold, current US$)	Share of tariff lines with international peaks, primary products (%)	Binding coverage, all products (%)	Binding coverage, primary products (%)	Income
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
3833000	718000	NaN	100	NaN	NaN	116184025.4	NaN	NaN	NaN	0
42857000	2294000	1198.89	76.75438596	0	33000000	290292677	NaN	NaN	NaN	0
1625745000	828000	36624.75	64.90192433	19195000000	4762000000	10508203374	57.43031	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
450000	10000	NaN	100	NaN	NaN	24851177.6	NaN	NaN	NaN	1
NaN	NaN	5315.898	13.78918673	3399000000	3000000	268155320.8	NaN	NaN	NaN	3
427379000	463000	4358.118	61.37434192	2699000000	2681000000	1036736124	NaN	NaN	NaN	2
3083063000	1351000	49094.067	45.36481364	9524000000	4248000000	6298197195	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
61138000	6942000	9515.159	87.54152824	0	90000000	54213141.6	NaN	NaN	NaN	0
46072000	4296000	NaN	99.10313901	NaN	NaN	14100000	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
368724000	0	2410.394	94.29000751	0	1788000000	1547554234	NaN	NaN	NaN	2
NaN	NaN	1947401.058	43.8394191	3.71432E+11	1.75297E+11	1.68584E+11	7.433619	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
1802000	25000	NaN	100	NaN	NaN	22770000	NaN	NaN	NaN	2
3086534000	0	40573.23	55.83628095	13962000000	8992000000	8701843656	NaN	NaN	NaN	2
84172000	448000	23713.959	42.17801047	38000000	1182000000	NaN	NaN	NaN	NaN	1
1372000	15000	NaN	100	NaN	NaN	35081461.6	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
1318000	100000	NaN	100	NaN	NaN	55066195.2	NaN	NaN	NaN	1
103765000	3861000	2437.898	96.51504035	0	1345000000	NaN	NaN	NaN	NaN	1
NaN	0	95579.584	15.51370121	0	0	2194854116	NaN	NaN	NaN	2
167636000	6376000	11233.989	75.62604341	0	22000000	281700958.4	NaN	NaN	NaN	0
60814000	0	5428.32	59.01408451	0	27000000	123043283.2	NaN	NaN	NaN	1
175159000	443000	8851.679	13.61576801	0	0	274210788	NaN	NaN	NaN	0
