Bank nonperforming loans to total gross loans (%)	Automated teller machines (ATMs) (per 100,000 adults)	Bank capital to assets ratio (%)	Commercial bank branches (per 100,000 adults)	Borrowers from commercial banks (per 1,000 adults)	Depositors with commercial banks (per 1,000 adults)	Point-of-sale terminals (per 100,000 adults)	Bank liquid reserves to bank assets ratio (%)	Total reserves (includes gold, current US$)	Total reserves (% of total external debt)	Total reserves in months of imports	Total reserves minus gold (current US$)	Claims on central government (annual growth as % of broad money)	Claims on other sectors of the domestic economy (annual growth as % of broad money)	Net domestic credit (current LCU)	Net foreign assets (current LCU)	Claims on private sector (annual growth as % of broad money)	Broad money (current LCU)	Broad money (% of GDP)	Broad money to total reserves ratio	Broad money growth (annual %)	Money (current LCU)	Money and quasi money (M2) (current LCU)	Money and quasi money (M2) as % of GDP	Money and quasi money (M2) to total reserves ratio	Money and quasi money growth (annual %)	Quasi money (current LCU)	Consumer price index (2005 = 100)	Inflation, consumer prices (annual %)	Wholesale price index (2005 = 100)	Deposit interest rate (%)	Lending interest rate (%)	Interest rate spread (lending rate minus deposit rate, %)	Real interest rate (%)	Risk premium on lending (prime rate minus treasury bill rate, %)	Claims on central government, etc. (% GDP)	Claims on other sectors of the domestic economy (% of GDP)	Domestic credit provided by banking sector (% of GDP)	Domestic credit to private sector (% of GDP)	Liquid liabilities (M3) as % of GDP	Quasi-liquid liabilities (% of GDP)	Research and development expenditure (% of GDP)	Cash surplus/deficit (current LCU)	Cash surplus/deficit (% of GDP)	Central government debt, total (current LCU)	Central government debt, total (% of GDP)	Net incurrence of liabilities, domestic (current LCU)	Net incurrence of liabilities, domestic (% of GDP)	Net incurrence of liabilities, foreign (current LCU)	Net incurrence of liabilities, foreign (% of GDP)	Grants and other revenue (current LCU)	Grants and other revenue (% of revenue)	Social contributions (current LCU)	Social contributions (% of revenue)	Revenue, excluding grants (current LCU)	Revenue, excluding grants (% of GDP)	Taxes on exports (current LCU)	Taxes on exports (% of tax revenue)	Taxes on goods and services (current LCU)	Taxes on goods and services (% of revenue)	Taxes on goods and services (% value added of industry and services)	Income
2.2	NaN	5.7	NaN	NaN	NaN	NaN	NaN	46714035204	NaN	NaN	42783369933	0.023312024	NaN	2.02935E+12	-2.98821E+11	7.241374539	1.47846E+12	106.262318	32.64605608	7.944735602	4.84735E+11	1.47846E+12	106.262318	32.64605608	7.944735602	9.93724E+11	119.7048466	3.389339513	119.1823899	NaN	7.7375	NaN	1.32498314	3.181458333	2.403243271	NaN	145.8566534	128.2102579	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
2.7	NaN	7.5	NaN	NaN	NaN	NaN	3.53671012	24769009817	NaN	1.119504433	10986947817	NaN	NaN	4.06972E+11	2.1288E+11	NaN	NaN	NaN	NaN	NaN	1.36424E+11	5.59755E+11	185.7747359	NaN	1.387075097	4.23331E+11	113.0510753	3.266938912	120.0323268	NaN	NaN	NaN	NaN	NaN	15.54951349	119.5187142	135.0682277	119.5187142	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	12.05799441	10273827984	NaN	5.662153518	10273827984	-16.74197984	18.89293338	10005746902	7248633761	13.35276632	13903175829	27.76803177	1.713669522	32.06544663	9604631423	13903175829	27.76803177	1.713669522	32.06544663	4298544407	176.3806432	7.850450581	NaN	NaN	18.98833333	NaN	1.926700568	16.70666667	-2.93073596	22.91465196	19.983916	17.97617335	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.592082555	295447545.4	NaN	4.486267995	293976254.4	3.292346258	20.21973735	7.84629E+11	2.04477E+11	20.82312668	7.10367E+11	24.21796799	1.906609813	5.53179181	5.26449E+11	7.10367E+11	24.21796799	1.906609813	5.53179181	NaN	179.1299208	9.735019199	NaN	NaN	13.3325	NaN	0.423587839	NaN	7.037053542	21.24957149	28.28662504	21.05147884	20.12776808	2.179970348	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.386058669	29114293149	NaN	0.701411217	17918090149	NaN	NaN	4.32185E+11	1.33155E+11	NaN	NaN	NaN	NaN	NaN	1.3167E+11	4.95203E+11	134.4549611	NaN	2.17765847	3.63533E+11	114.5172405	3.531455461	124.5361859	NaN	NaN	NaN	NaN	NaN	24.350265	92.99437421	117.3446392	92.99437421	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	887440323	NaN	NaN	887440323	5.25602143	NaN	7.47748E+11	7.19363E+11	6.845788523	1.37707E+12	40.00547034	3.288497623	8.181110865	8.69525E+11	1.37707E+12	40.00547034	3.288497623	8.181110865	5.07543E+11	121.8244786	2.71280052	NaN	NaN	NaN	NaN	NaN	NaN	-2.824124107	NaN	21.72296787	24.54709198	40.00547034	14.74472721	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.92967974	9174751649	NaN	2.792784596	8509532149	8.411586422	13.68599026	5.61259E+12	6.01693E+11	13.3072384	5.47102E+12	69.47371094	8.041716774	16.91260393	1.06866E+12	5.47102E+12	69.47371094	8.041716774	16.91260393	4.40236E+12	160.0881057	10.70589259	NaN	NaN	13.25	NaN	6.503447559	NaN	19.03257798	52.23882056	71.27139855	49.39138661	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
13.5	NaN	10.6	NaN	NaN	NaN	NaN	11.25110661	17215734344	NaN	5.371794903	15251920644	3.385488511	3.897844165	53720000000	21121246245	NaN	56959000000	75.67758645	2.352393295	12.24332952	21028000000	56959000000	75.67758645	2.352393295	12.24332952	35931000000	143.3055785	4.21987023	148.7085486	NaN	10.62945833	NaN	5.4034986	9.379458333	-0.717461625	72.09160696	71.37414533	72.09160696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4774195661	NaN	2.34120258	4544545661	4.371860089	NaN	7813733461	1641366539	12.46266285	8135100000	NaN	4.531842805	3.401334604	2636900000	8135100000	NaN	4.531842805	3.401334604	5498200000	113.8743386	-0.36444775	NaN	NaN	6.790833333	NaN	NaN	5.835458333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
11.7	NaN	18	NaN	NaN	NaN	NaN	19.44240417	4247540641	NaN	4.239063169	4149556641	4.084643381	4.644645459	14683198730	5000676823	4.015264273	14418145807	56.65504973	2.412666794	5.798759381	7285586807	14418145807	56.65504973	2.412666794	5.798759381	NaN	122.1239544	3.675	NaN	NaN	7.431666667	NaN	5.555229477	NaN	-1.727780566	59.42433637	57.69655581	54.76450688	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
3.1	NaN	10.8	NaN	NaN	NaN	NaN	31.81448611	7863287455	NaN	1.870541173	6011236755	-83.12553778	153.025889	1.10884E+14	3.47932E+13	83.9802784	1.11195E+14	40.54049604	2.842636292	121.2394452	3.51656E+13	1.11195E+14	40.54049604	2.842636292	121.2394452	7.60297E+13	248.4779529	53.22869831	321.5657447	NaN	13.575	NaN	-28.2839353	NaN	-24.14256308	58.49431902	34.35175595	41.99983047	36.75900578	23.93804102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.22556691	237114351.9	NaN	2.666016576	237114351.9	-1.25072803	0.878394128	1936177696	678097812	0.060133566	2201187509	74.66714753	4.641615936	5.280858503	839293509.1	2201187509	74.66714753	4.641615936	5.280858503	NaN	110.3869198	-2.517797984	NaN	NaN	13.36333333	NaN	9.903982768	10.93891958	5.649298591	60.02837087	65.67766946	59.17434781	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
2	NaN	8.5	NaN	NaN	NaN	NaN	30.16046318	11994673841	NaN	14.52498047	9910715084	-4.674483454	15.78910666	53127248782	89544307956	12.25902533	1.14165E+11	67.37463595	1.372066272	22.54505221	56769153067	1.14165E+11	67.37463595	1.372066272	22.54505221	57395820052	150.3407647	9.812689841	NaN	NaN	10.91539234	NaN	-5.158069107	10.45391605	5.40494675	42.19622276	47.60116951	40.0566448	50.46033131	16.95792758	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
3.2	NaN	11.3	NaN	NaN	NaN	NaN	26.20781801	3.5201E+11	NaN	11.71237109	3.50356E+11	0.081307311	21.57761975	4.2147E+12	5.08009E+11	18.59654002	3.08109E+12	74.36842322	5.232368164	18.71868371	2.84375E+11	3.08109E+12	74.36842322	5.232368164	18.71868371	2.79672E+12	134.0323436	6.636198657	139.6763984	NaN	43.88333333	NaN	34.50951991	32.2209	35.02237336	63.28576621	98.30813956	61.41791642	70.29103267	63.42706911	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	812597135	NaN	NaN	812597135	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	144.8568562	9.432202402	NaN	NaN	8.7	NaN	NaN	5.293333333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.255784663	2583675749	NaN	NaN	2486783070	-17.7604378	-1.837594849	1729747663	15592984976	-2.729214348	13836155842	NaN	4.257227157	10.04670759	4232480709	13836155842	NaN	4.257227157	10.04670759	NaN	106.789489	2.015934385	NaN	NaN	5.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
7.7	NaN	10.1	NaN	NaN	NaN	NaN	34.22414665	789643782.7	NaN	NaN	789643782.7	2.615559228	19.78626736	39811454409	35357981887	20.03653826	54242769240	68.81538058	1.471866733	4.33959025	33216159242	54242769240	68.81538058	1.471866733	4.33959025	NaN	145.4312068	8.848985699	NaN	NaN	NaN	NaN	NaN	NaN	-2.153722349	52.66073784	50.50701549	51.32327577	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	40.17318948	8081886378	NaN	NaN	8081886378	-19.00545111	16.53613681	8381486108	63609715876	12.03604239	44763225926	37.13539333	0.809961847	4.440318983	8675011926	44763225926	37.13539333	0.809961847	4.440318983	NaN	169.3559386	8.881987578	NaN	NaN	11	NaN	-2.045053149	NaN	-18.853399	25.80664638	6.953247377	23.87662446	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.391012379	154510979.8	NaN	NaN	154510979.8	12.78128481	10.46873661	2.63552E+11	13326083669	9.932874404	1.99191E+11	19.49031311	2.732068441	13.79416721	1.59064E+11	1.99191E+11	19.49031311	2.732068441	13.79416721	NaN	125.239916	1.300569969	NaN	NaN	NaN	NaN	NaN	NaN	15.12994129	10.65792564	25.78786693	10.32035225	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
1.1	NaN	4.6	NaN	NaN	NaN	NaN	NaN	65819020599	NaN	1.21164795	65652141599	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	112.0433123	2.912135089	110.5428227	NaN	3	NaN	-0.243525382	2.078333333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.30586E+11	NaN	8.394053144	2.7939E+11	0.665536024	NaN	1.08605E+12	2.39946E+11	3.657922066	9.84677E+11	174.0546168	3.354098663	11.22888146	4.35661E+11	9.84677E+11	174.0546168	3.354098663	11.22888146	5.49016E+11	104.7289402	0.225601604	104.5271927	NaN	2.718333333	NaN	2.065425505	2.861666667	14.8735619	NaN	191.9731809	175.6658343	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
2.5	NaN	7.6	NaN	NaN	NaN	NaN	15.03750441	41943894923	NaN	NaN	41931800023	0.401716644	16.66636997	8.55839E+13	1.4948E+13	15.79942727	9.14708E+13	76.07823505	4.508862766	22.87669793	2.14288E+13	9.14708E+13	76.07823505	4.508862766	22.87669793	7.00421E+13	104.7973801	3.340318008	138.4228287	NaN	9.030152523	NaN	6.081252203	NaN	-2.603259068	73.78516315	71.18190408	71.17645676	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
1.1	NaN	6.1	NaN	NaN	NaN	NaN	NaN	3.25467E+12	NaN	19.00712224	3.20279E+12	1.069036446	NaN	6.87972E+13	2.50968E+13	10.88046091	8.51591E+13	180.0852794	4.049419193	17.32296979	2.89848E+13	8.51591E+13	180.0852794	4.049419193	17.32296979	5.61743E+13	121.6736948	5.410829643	NaN	NaN	6.56	NaN	-1.108039771	NaN	8.958655763	NaN	145.48482	127.0157226	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	31.92785221	3198717824	NaN	NaN	3198717824	4.907260235	13.87879041	1.67068E+12	1.62965E+12	12.52967697	2.74521E+12	22.84628828	1.818782853	10.13112826	1.64033E+12	2.74521E+12	22.84628828	1.818782853	10.13112826	NaN	120.0468511	2.939699463	NaN	NaN	NaN	NaN	NaN	NaN	-3.111259987	17.01507157	13.90381158	14.80753995	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
2.9	NaN	14.4	NaN	NaN	NaN	NaN	7.683636804	31895551159	NaN	4.797653814	31386034359	-0.689888189	19.08340614	2.54755E+14	4.73894E+13	19.56923959	2.45458E+14	40.07114653	4.16401413	18.92381704	6.65439E+13	2.45458E+14	40.07114653	4.16401413	18.92381704	1.78914E+14	129.8092296	3.411616121	123.2528597	NaN	11.21991845	NaN	5.450454501	NaN	17.39453049	48.52960119	65.92413167	45.25429843	21.06610694	10.20277967	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	51.85879938	156064596.9	NaN	NaN	155178147.9	0.396450219	2.717338007	45844712674	53860397392	4.548829468	75326963797	34.88663906	1.359153281	9.571786176	48820488938	75326963797	34.88663906	1.359153281	9.571786176	NaN	119.4935235	0.868892025	NaN	NaN	10.5	NaN	5.153245239	NaN	2.786244938	18.44609821	21.23234315	17.79884181	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.03021709	338617844.3	NaN	2.803533126	338617844.3	1.915274273	6.924239511	1.15301E+11	23792488875	5.72438258	1.16088E+11	76.97921229	4.321921362	4.584595414	45449273383	1.16088E+11	76.97921229	4.321921362	4.584595414	NaN	126.5180642	4.473883422	NaN	NaN	9.810803815	NaN	5.657556858	5.852470482	12.81280612	63.64463726	76.45744337	61.11797707	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
2.2	NaN	14.9	NaN	NaN	NaN	NaN	20.21804327	4758491539	NaN	3.156828501	4755805165	2.366152569	11.72730622	1.10148E+13	1.86611E+12	12.3886585	1.02838E+13	49.59441385	4.273867271	7.320039897	5.27722E+12	1.02838E+13	49.59441385	4.273867271	7.320039897	5.00655E+12	165.2427677	4.883012481	184.1444623	NaN	16.14583333	NaN	11.11298055	NaN	4.072550954	49.04734929	53.11990024	47.41493372	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
