Bank nonperforming loans to total gross loans (%)	Automated teller machines (ATMs) (per 100,000 adults)	Bank capital to assets ratio (%)	Commercial bank branches (per 100,000 adults)	Borrowers from commercial banks (per 1,000 adults)	Depositors with commercial banks (per 1,000 adults)	Point-of-sale terminals (per 100,000 adults)	Bank liquid reserves to bank assets ratio (%)	Total reserves (includes gold, current US$)	Total reserves (% of total external debt)	Total reserves in months of imports	Total reserves minus gold (current US$)	Claims on central government (annual growth as % of broad money)	Claims on other sectors of the domestic economy (annual growth as % of broad money)	Net domestic credit (current LCU)	Net foreign assets (current LCU)	Claims on private sector (annual growth as % of broad money)	Broad money (current LCU)	Broad money (% of GDP)	Broad money to total reserves ratio	Broad money growth (annual %)	Money (current LCU)	Money and quasi money (M2) (current LCU)	Money and quasi money (M2) as % of GDP	Money and quasi money (M2) to total reserves ratio	Money and quasi money growth (annual %)	Quasi money (current LCU)	Consumer price index (2005 = 100)	Inflation, consumer prices (annual %)	Wholesale price index (2005 = 100)	Deposit interest rate (%)	Lending interest rate (%)	Interest rate spread (lending rate minus deposit rate, %)	Real interest rate (%)	Risk premium on lending (prime rate minus treasury bill rate, %)	Claims on central government, etc. (% GDP)	Claims on other sectors of the domestic economy (% of GDP)	Domestic credit provided by banking sector (% of GDP)	Domestic credit to private sector (% of GDP)	Liquid liabilities (M3) as % of GDP	Quasi-liquid liabilities (% of GDP)	Research and development expenditure (% of GDP)	Cash surplus/deficit (current LCU)	Cash surplus/deficit (% of GDP)	Central government debt, total (current LCU)	Central government debt, total (% of GDP)	Net incurrence of liabilities, domestic (current LCU)	Net incurrence of liabilities, domestic (% of GDP)	Net incurrence of liabilities, foreign (current LCU)	Net incurrence of liabilities, foreign (% of GDP)	Grants and other revenue (current LCU)	Grants and other revenue (% of revenue)	Social contributions (current LCU)	Social contributions (% of revenue)	Revenue, excluding grants (current LCU)	Revenue, excluding grants (% of GDP)	Taxes on exports (current LCU)	Taxes on exports (% of tax revenue)	Taxes on goods and services (current LCU)	Taxes on goods and services (% of revenue)	Taxes on goods and services (% value added of industry and services)	Income
0.6	NaN	7.1	NaN	NaN	NaN	NaN	NaN	18663980934	NaN	2.300122435	17955311434	0.643135969	NaN	6.69881E+11	-88203308818	10.05293371	5.06651E+11	71.46813591	14.04020755	13.23288958	1.67125E+11	5.06651E+11	71.46813591	14.04020755	13.23288958	3.39526E+11	89.90441053	4.380841121	90.14675052	3.860184556	8.6625	4.802315444	3.856063965	3.862309923	2.512155214	NaN	94.49336872	88.17000109	NaN	NaN	NaN	5894000000	0.831406691	1.93581E+11	27.30650469	NaN	NaN	NaN	NaN	15942000000	8.348651239	NaN	NaN	1.90825E+11	26.91774378	NaN	NaN	45955000000	24.06613146	7.618597634	3
2.3	NaN	5.1	NaN	NaN	NaN	NaN	2.581599588	15598207619	NaN	1.816948137	12509149619	NaN	NaN	2.65883E+11	71243657546	NaN	NaN	NaN	NaN	NaN	59103000000	3.19656E+11	149.2318499	NaN	7.775975832	2.60553E+11	92.81946912	2.66344195	92.20985702	NaN	NaN	NaN	NaN	NaN	19.06107566	105.0667742	124.1278498	105.0667742	NaN	NaN	2.067350801	-1853350000	-0.865239035	1.41346E+11	65.98755412	NaN	NaN	NaN	NaN	5580890000	6.569532354	33274930000	39.16951046	84423600000	39.41327554	NaN	NaN	20009170000	23.55375033	10.54352531	3
28	NaN	NaN	NaN	NaN	NaN	NaN	11.42560569	724979354.4	54.85473329	3.427008452	724979354.4	-11.51090526	NaN	519430059.1	657606417.7	28.54332448	687393465.4	12.93162513	1.018081123	-10.56753134	523639938	687393465.4	12.93162513	1.018081123	-10.56753134	163753527.4	81.32193133	1.547195911	NaN	8.458333333	19.70583333	11.2475	16.7690792	3.195833333	-1.465868532	11.23767339	9.771804859	9.363775015	NaN	NaN	0.340010535	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.555149944	17974678.33	1.669837168	1.330251582	17708961.83	20.03656885	15.04190715	1.73362E+11	6292432919	10.71520533	1.23978E+11	18.15779836	8.306574544	15.08143151	89392500000	1.23978E+11	18.15779836	8.306574544	15.08143151	NaN	74.76397119	9.242971751	NaN	NaN	16.82416667	NaN	5.119817153	0.234166667	6.937179875	21.65826518	28.59544506	20.87230562	13.8332779	0.740908661	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
2.9	NaN	2.7	NaN	NaN	NaN	NaN	1.741461128	13560301583	NaN	NaN	11266181083	NaN	NaN	3.08637E+11	48903635286	NaN	NaN	NaN	NaN	NaN	65634000000	3.12597E+11	120.3207815	NaN	1.874562075	2.46963E+11	92.28815712	2.474444836	92.70432893	3.4	8.458333333	5.058333333	6.279077129	4.295833333	42.84746519	75.9490845	118.7965497	75.9490845	NaN	NaN	2.071200657	-707300000	-0.272244739	2.73462E+11	105.2574566	-11878900000	-4.572272068	12738850000	4.903272864	3538000000	3.159523803	38439600000	34.32753849	1.11539E+11	42.93210625	NaN	NaN	25933500000	23.15927376	11.29985229	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	579741559.6	39.77016043	8.910764217	579741559.6	-11.17924366	NaN	79787800000	4.6919E+11	-0.248687512	5.38974E+11	31.00022202	1.268255496	12.35218154	4.02204E+11	5.38974E+11	31.00022202	1.268255496	12.35218154	1.3677E+11	90.45601164	3.984295478	NaN	3.5	NaN	NaN	NaN	NaN	-6.502259846	NaN	4.589161251	11.0914211	31.00022202	7.86661099	NaN	11872284179	0.682859115	NaN	NaN	-57838076090	-3.326677232	53842000000	3.096834605	57771451630	17.68418453	NaN	NaN	2.86324E+11	16.46853667	1605115873	0.596890769	1.13729E+11	34.8132237	10.14612456	0
31.5	NaN	3.5	NaN	NaN	NaN	NaN	11.71259653	1305630682	8.783259146	1.564122294	1275027662	33.49451782	NaN	1.21134E+12	57534223609	14.58546902	1.17019E+12	46.15293295	16.06017686	42.63924865	2.38795E+11	1.17019E+12	46.15293295	16.06017686	42.63924865	9.31396E+11	79.52093535	2.007173742	NaN	8.495	15.83333333	7.338333333	14.02557796	NaN	16.56872273	31.20695068	47.77567341	27.78351418	NaN	NaN	NaN	-16633230000	-0.656023118	9.166E+11	36.15116996	84749200000	3.342551896	29039050000	1.145315019	75499490000	28.16020317	NaN	NaN	2.49241E+11	9.830208593	2510000	0.001303168	66568780000	24.82917924	3.579698003	0
3.3	NaN	13.5	NaN	NaN	NaN	NaN	9.493219654	3646131855	34.73591282	4.712504465	3290770442	1.603055247	10.96096267	6008559000	9393954326	10.96096267	12400511000	40.92721094	1.55673162	25.80900991	6033044000	12400511000	40.92721094	1.55673162	25.80900991	NaN	82.81948574	7.360950516	83.04519057	2.919383333	11.11076667	8.191383333	4.646152883	6.5366	5.167467941	14.66345368	19.83092162	14.66345368	NaN	NaN	0.457240422	59713510	0.197081186	NaN	NaN	-224363000	-0.740497858	-52142600	-0.17209381	2515688100	24.66649091	2497860310	24.49168823	9804834110	32.36032079	14600	0.000281567	3603714000	35.33465799	15.58039755	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1725453576	NaN	2.323642893	1683978576	2.342838263	NaN	1235089695	1326210305	1.428107757	2356000000	79.0285791	3.631484228	9.24097	552000000	2356000000	79.0285791	3.631484228	9.24097	1804000000	94.21101774	-1.207571802	NaN	2.7075	10.69247797	7.984977971	16.39409485	6.910811304	-5.910717316	NaN	41.42928	47.33999732	NaN	NaN	NaN	134100000	4.498188649	914800000	30.68562995	15100000	0.506507447	11800000	0.395813766	791400000	85.10592537	NaN	NaN	892300000	29.93090031	NaN	NaN	19000000	2.043230455	NaN	3
5.9	NaN	20.1	NaN	NaN	NaN	NaN	18.64698119	1233132928	46.38326381	3.322237113	1233132928	-13.94236614	NaN	2939201098	2569266541	-41.81576255	4600478693	36.61345714	1.70690994	77.78764531	3010633693	4600478693	36.61345714	1.70690994	77.78764531	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.095411275	26.48739298	23.39198171	26.15306732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
14.9	NaN	15.1	NaN	NaN	NaN	NaN	10.87439162	390676493.6	16.72862641	0.51756677	390676493.6	12.71319093	NaN	3.02515E+12	6.08234E+11	37.37850416	2.56229E+12	14.92027133	4.718412083	58.78201098	1.63642E+12	2.56229E+12	14.92027133	4.718412083	58.78201098	NaN	41.9280073	61.13493312	37.2390767	34.175	46.96666667	12.79166667	-18.14018626	NaN	2.70913605	14.90639287	17.61552892	8.229167689	NaN	NaN	0.708763655	-1.4201E+11	-0.826928004	1.96472E+12	11.44061677	1.3938E+11	0.811613444	-15280000000	-0.088975846	3.213E+11	6.570189376	1.86339E+12	38.10403107	4.89027E+12	28.47617218	NaN	NaN	1.78242E+12	36.44829427	13.51239481	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	11.19814454	112041500	15.64460524	1.995152724	112041500	4.82565833	NaN	944921000	310472378.8	10.14629301	991870000	56.88366791	4.42635095	10.20251255	375788000	991870000	56.88366791	4.42635095	10.20251255	NaN	89.24990717	1.157407407	NaN	6.353333333	15.45416667	9.100833333	15.65002255	9.544166667	4.416517553	49.77462883	54.19114638	44.21851096	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
16.2	NaN	10.5	NaN	NaN	NaN	NaN	5.735509767	1146023743	24.42347083	5.948297818	886421968.6	4.981284612	NaN	32568122140	10461207341	-6.219214688	31963528248	59.42244691	4.221456009	17.96973748	8721796388	31963528248	59.42244691	4.221456009	17.96973748	NaN	87.10869816	1.589653779	NaN	9.818762202	20.05706122	10.23829902	17.85309794	8.58154976	4.637661409	55.90876806	60.54642947	53.55660006	NaN	NaN	0.293584279	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
5.6	NaN	8.9	NaN	NaN	NaN	NaN	35.32011394	35866445532	15.65969042	4.498479258	35563040400	15.64973066	NaN	9.58727E+11	-11271211519	1.47342565	6.37426E+11	48.95230891	7.563823624	14.35346436	83256968000	6.37426E+11	48.95230891	7.563823624	14.35346436	5.54169E+11	70.55851616	6.837830757	57.60693771	17.85666667	57.61666667	39.76	44.64086516	37.55916667	40.05146175	32.4335779	72.48503966	30.38400107	51.8112994	45.41742288	1.042901817	-27078676442	-2.079558237	NaN	NaN	NaN	NaN	NaN	NaN	13355137485	4.948927564	64933201548	24.06187966	2.69859E+11	20.72430519	NaN	NaN	92151731396	34.14807553	8.761377587	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	7.312367342	690373665	NaN	5.123213051	690373665	-0.616336293	NaN	4309888000	1545178625	17.23885849	5359648000	104.9188591	3.881700789	34.22777646	1563524000	5359648000	104.9188591	3.881700789	34.22777646	NaN	91.37409522	2.577834904	NaN	4.039166667	9.583333333	5.544166667	4.234884617	6.444166667	8.467468854	75.90160386	84.36907271	70.85363779	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.913517745	381821187.2	NaN	1.974208054	381821187.2	-6.724872777	NaN	3575269885	5462479207	2.018424322	7811022761	77.83411886	11.41766068	-11.93038471	2863892761	7811022761	77.83411886	11.41766068	-11.93038471	4947130000	99.99495327	0.595890411	NaN	NaN	5.5	NaN	11.74888483	NaN	-18.01270289	53.63902094	35.62631805	53.63314179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	61.98650826	323362186.9	121.9374204	NaN	323362186.9	1.370263606	NaN	1431854619	14641966368	4.542863578	10715563167	49.83221393	0.702277561	7.8523579	5057278507	10715563167	49.83221393	0.702277561	7.8523579	NaN	83.37774303	3.410404624	NaN	7.5	15.75	8.25	10.72105473	NaN	-6.339537454	12.99830887	6.658771411	10.2256545	NaN	NaN	NaN	-2029787000	-9.43942735	15723800000	73.12277976	1483948000	6.90102919	1056700000	4.914132803	6693713000	77.73793805	NaN	NaN	4899613000	22.78541589	13200000	0.688611821	546100000	6.342173316	3.597599012	1
4.1	NaN	10.1	NaN	NaN	NaN	NaN	30.41060538	5897250169	1474.780785	27.08450682	5897250169	-55.44541486	NaN	-22567322958	42998797423	13.29300939	12633716979	35.84644258	0.366760511	72.39275671	2354005008	12633716979	35.84644258	0.366760511	72.39275671	10279711971	72.9840309	6.55903767	NaN	10.08583333	15.75	5.664166667	-2.277500947	NaN	-80.54797071	16.5162809	-64.0316898	15.09052013	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.638383915	121827806.7	14.7842462	NaN	118751467.7	7.849324702	NaN	97898000000	56159524781	9.763420308	1.08708E+11	15.3274885	1.217273846	-1.988928359	98041000000	1.08708E+11	15.3274885	1.217273846	-1.988928359	NaN	93.13572425	3.834860602	87.23590692	5	20.66666667	15.66666667	16.52045728	NaN	6.797741433	7.00557083	13.80331226	5.88408167	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
1.5	NaN	4.6	NaN	NaN	NaN	NaN	0.39356014	34252696054	NaN	1.316510163	33961818054	2.696562483	NaN	1.67447E+12	9387698881	72.54355324	1.74549E+12	157.5286091	32.90325738	121.9240538	4.0004E+11	1.74549E+12	157.5286091	32.90325738	121.9240538	NaN	91.40764976	2.52512014	96.4420282	2.254166667	5.8125	3.558333333	4.64106825	2.043916667	18.83656592	184.8495779	203.6861438	178.3062316	129.5741202	93.47099205	2.087725441	17712000000	1.598486708	6.53062E+11	58.93806045	NaN	NaN	NaN	NaN	17616000000	7.773330803	46965000000	20.72402822	2.25825E+11	20.38043478	NaN	NaN	36870000000	16.26945429	3.653834147	3
2.3	NaN	5.6	NaN	NaN	NaN	NaN	NaN	51549538228	NaN	4.167655697	32005588190	1.099974934	NaN	7.23556E+11	1.39288E+11	-1.509833741	5.50663E+11	127.9657882	6.329770343	3.913258991	1.73568E+11	5.50663E+11	127.9657882	6.329770343	3.913258991	3.77095E+11	96.8101662	0.9890204	98.472029	1.68	4.301666667	2.621666667	3.478674931	1.625416667	14.55027607	NaN	168.1434001	153.5931241	150.4209016	110.0862693	NaN	1347000000	0.313022361	1.06813E+11	24.82172042	-3203000000	-0.744328598	NaN	NaN	6136000000	7.507922718	32391000000	39.63316896	79420000000	18.45600288	NaN	NaN	26196000000	32.05305468	6.57390532	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1.6	NaN	7.2	NaN	NaN	NaN	NaN	16.49713412	14399463638	37.30191914	6.804130746	14379002638	1.08001886	8.337493917	3.36364E+13	1.07094E+13	6.838456955	3.97591E+13	91.32315404	4.348696163	1.113157355	4.25894E+12	3.97591E+13	91.32315404	4.348696163	1.113157355	3.55002E+13	NaN	NaN	81.29312908	6.187407363	11.89100986	5.703602493	7.801598289	NaN	9.85946979	76.79465721	86.654127	76.22458232	38.09460035	28.31220586	0.525444629	-2.3275E+11	-0.534605797	NaN	NaN	-4.0671E+11	-0.934176256	3.048E+11	0.700098161	1.61201E+12	17.02936597	6.2805E+11	6.634756171	9.46228E+12	21.73400533	NaN	NaN	4.43873E+12	46.89099794	11.87048378	2
29.8	NaN	4.1	NaN	NaN	NaN	NaN	NaN	2.20057E+11	119.7514187	8.805558536	2.15605E+11	3.780782071	NaN	1.34876E+13	2.64002E+12	7.770360494	1.56412E+13	142.6398122	8.58733853	15.04241351	6.16885E+12	1.56412E+13	142.6398122	8.58733853	15.04241351	8.79248E+12	94.17995367	0.722902508	NaN	2.25	5.85	3.6	3.720735302	NaN	10.04593755	NaN	123.0001183	111.2568326	NaN	NaN	0.950690803	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.0953E+11	11.88992618	NaN	NaN	8.621E+11	7.86191834	NaN	NaN	5.9917E+11	65.04233608	6.382713247	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.32642218	340115355.2	3.572923268	1.235227258	331833074.2	2.733460278	NaN	1.07673E+12	1.0893E+11	8.457817309	1.01951E+12	14.43772086	4.08920504	1.374784351	5.95087E+11	1.01951E+12	14.43772086	4.08920504	1.374784351	NaN	94.51313489	4.419772459	NaN	5	20.66666667	15.66666667	18.09398899	NaN	4.834594624	10.41348503	15.24807965	8.907659026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
9.7	NaN	11.2	NaN	NaN	NaN	NaN	5.369889188	10244081768	28.26372752	6.33700188	10153666268	15.33240697	NaN	7.92785E+13	1.84276E+13	10.75790822	6.43882E+13	28.35337585	2.733220346	19.58573289	1.76293E+13	6.43882E+13	28.35337585	2.733220346	19.58573289	4.67589E+13	78.89376219	7.968468049	80.24705271	12.435	20.72	8.285	13.23837855	NaN	10.63298547	27.61514305	38.24812852	24.11606351	14.27875336	6.515673586	0.116807909	-1.31902E+13	-5.808311676	NaN	NaN	8.0376E+12	3.53936149	9.6583E+12	4.253037608	NaN	NaN	11600000000	0.033812539	3.43068E+13	15.10701786	NaN	NaN	1.0845E+13	31.61180874	5.644451753	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	69.68091343	62479685.09	26.12824361	NaN	62319591.59	-12.21584479	NaN	9832520842	38577101065	-3.395127201	32617264097	26.95307532	0.949555656	52.31036235	22682084700	32617264097	26.95307532	0.949555656	52.31036235	NaN	86.46130051	5.554593948	NaN	3	12	9	3.101502641	NaN	0.542062421	9.300035535	9.842097956	9.021358104	14.30928721	-4.433913797	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
