Exports of goods and services (current US$)	Exports of goods and services (constant LCU)	Gross fixed capital formation (current US$)	Gross fixed capital formation (constant LCU)	Gross capital formation (current LCU)	Gross capital formation (constant LCU)	Imports of goods and services (constant LCU)	Agriculture, value added (current US$)	Agriculture, value added (current LCU)	Agriculture, value added (constant LCU)	Manufacturing, value added (current US$)	Manufacturing, value added (current LCU)	Manufacturing, value added (constant 2000 US$)	Manufacturing, value added (constant LCU)	Industry, value added (current US$)	Industry, value added (current LCU)	Industry, value added (constant 2000 US$)	Industry, value added (constant LCU)	Services, etc., value added (current US$)	Services, etc., value added (constant 2000 US$)	Services, etc., value added (constant LCU)	Adjusted savings: education expenditure (current US$)	Adjusted savings: carbon dioxide damage (current US$)	Adjusted savings: net forest depletion (current US$)	Adjusted savings: consumption of fixed capital (current US$)	Adjusted savings: mineral depletion (current US$)	Adjusted savings: energy depletion (current US$)	Adjusted savings: particulate emission damage (current US$)	Adjusted savings: net national savings (current US$)	Adjusted net national income (current US$)	Adjusted net national income (constant 2000 US$)	Adjusted net savings, including particulate emission damage (current US$)	Adjusted net savings, excluding particulate emission damage (current US$)	Exports as a capacity to import (constant LCU)	GDP deflator (base year varies by country)	Discrepancy in expenditure estimate of GDP (current LCU)	Discrepancy in expenditure estimate of GDP (constant LCU)	Gross value added at factor cost (current US$)	Gross value added at factor cost (current LCU)	Gross value added at factor cost (constant 2000 US$)	Gross value added at factor cost (constant LCU)	GDP (current US$)	GDP (current LCU)	GDP (constant 2000 US$)	GDP (constant LCU)	GDP, PPP (current international $)	GDP, PPP (constant 2005 international $)	GDP per capita (constant LCU)	Gross domestic savings (current US$)	Gross domestic savings (current LCU)	Gross domestic savings (constant LCU)	Gross domestic income (constant 2000 US$)	Gross domestic income (constant LCU)	GNI, Atlas method (current US$)	GNI (current US$)	GNI (current LCU)	GNI (constant 2000 US$)	GNI (constant LCU)	GNI, PPP (current international $)	GNI per capita, Atlas method (current US$)	GNI per capita (constant 2000 US$)	GNI per capita (constant LCU)	GNI per capita, PPP (current international $)	Gross savings (current US$)	Gross savings (current LCU)	Gross national income (constant LCU)	Net income from abroad (current US$)	Net income from abroad (current LCU)	Net income from abroad (constant LCU)	Net taxes on products (current US$)	Net taxes on products (current LCU)	Net taxes on products (constant LCU)	Net current transfers from abroad (current US$)	Net current transfers from abroad (current LCU)	Net current transfers from abroad (constant LCU)	Terms of trade adjustment (constant LCU)	DEC alternative conversion factor (LCU per US$)	Official exchange rate (LCU per US$, period average)	PPP conversion factor, GDP (LCU per international $)	PPP conversion factor (GDP) to market exchange rate ratio	PPP conversion factor, private consumption (LCU per international $)	Real effective exchange rate index (2005 = 100)	Income
81548241942	2.42787E+11	94962850565	2.12361E+11	1.82327E+11	2.11582E+11	1.48954E+11	15602762662	29820000000	24635000000	42452909167	81136000000	51193846618	1.05679E+11	90711594810	1.73368E+11	1.03988E+11	2.80312E+11	2.45195E+11	2.78529E+11	6.32248E+11	18349553525	2103847491	NaN	65744035161	3679352403	5015612835	339512828.9	12777574618	3.12418E+11	3.50489E+11	26845218812	27184740695	1.49537E+11	75.30592524	3000000	3073000000	3.51509E+11	6.71804E+11	3.95971E+11	9.37195E+11	3.97147E+11	7.59028E+11	4.42135E+11	1.00793E+12	5.67926E+11	6.02543E+11	51290.28975	95717350356	1.82935E+11	NaN	4.3132E+11	9.14676E+11	3.95312E+11	3.86857E+11	7.39361E+11	4.30529E+11	9.84222E+11	5.53211E+11	20120	21908.30378	50084.07335	28150	85378035061	1.63175E+11	NaN	-10290393470	-19667000000	NaN	33441293428	63913000000	70848000000	47090832.98	90000000	NaN	-93249645526	1.9112	1.8405625	1.336489854	0.699293561	1.42344951	80.7398395	3
1.01039E+11	1.10094E+11	45721238472	50708481621	48826580000	50905243712	1.00152E+11	3630944852	3858242000	3422702678	36817934312	39122737000	35605421206	39829299625	54966585733	58407494000	53519438972	60038802405	1.29023E+11	1.20875E+11	1.44176E+11	11331141806	401290265.9	NaN	31890551478	NaN	216549396.1	625375071.9	19867648900	1.72861E+11	1.65318E+11	29955575972	30580951043	1.11005E+11	95.28383071	505413000	-369610531.9	1.87621E+11	1.99366E+11	1.77715E+11	2.07637E+11	2.07537E+11	2.20529E+11	1.96999E+11	2.31444E+11	2.46209E+11	2.61105E+11	28637.18377	55829192547	59324100000	61758815105	1.9846E+11	2.32356E+11	1.94886E+11	2.04968E+11	2.17799E+11	1.94539E+11	2.28565E+11	2.4316E+11	24110	24070.78518	28280.91919	30090	51758200377	54998263721	2.2949E+11	-2569366648	-2730209000	-2865343448	19916376812	21163142000	23807048905	-1706123659	-1812927000	-2865343448	911281759.6	1.0626	NaN	0.895700463	0.842932866	0.913856151	95.93413278	3
2667055780	2659978865	2125217192	2036861342	2096160000	2066674633	2948814316	870223393.3	846000000	897098725.6	463399100.1	450500000	314232618.5	281252591.4	2878155867	2798040000	2787847110	2494725904	1987462680	2134659675	1910113121	192745868.5	184917121.6	708785.3309	790031176.1	NaN	1538607900	84821469.17	597787957.4	3521968403	3584646480	-1018521450	-933699981	2519862542	105.7127797	-157649477.1	-151150036.6	5735841940	5576180000	5925073262	5301937751	6236024951	6062440000	6408834566	5734822241	22458899394	24359280855	701.7691299	1702170820	1654789477	NaN	6958200000	5594705919	5860818749	5851316264	5688440000	6017819266	5388433310	21073379971	720	736.3994231	659.3815809	2580	1387819134	1349188031	5240917095	-384708686.9	-374000000	-353788824	500183010.9	486260000	432523030.7	70356992	68398546.5	63348928.95	-140116322.8	0.972164167	0.972164167	0.269934866	0.277663871	0.32056764	NaN	2
38675873.55	NaN	35870675.94	NaN	30335003172	NaN	NaN	310381692.3	2.88888E+11	5.48807E+11	108852040.7	1.01314E+11	NaN	NaN	130445348.4	1.21412E+11	118939816.9	2.48272E+11	272423056.3	366407084.8	3.1749E+11	22540026.84	1355863.045	83467185.79	45957557.91	351840.8668	NaN	723899.0757	-3437463.024	484634160.8	NaN	-66793244.75	-66069345.68	NaN	62.77383416	NaN	NaN	713250097	6.63857E+11	833281389.7	1.06658E+12	780031535.8	7.26014E+11	890414598.4	1.15655E+12	3109145453	3372228798	173759.3703	-68950257.54	-64175397494	NaN	NaN	NaN	845776896.4	793718954.2	7.38753E+11	NaN	NaN	3163702445	130	NaN	NaN	480	62040408.53	57744061011	NaN	13687418.41	12739553828	NaN	66781438.83	62156771204	87122966181	10961355.95	10202273354	NaN	NaN	930.7492065	930.7491667	233.5090925	0.250882935	357.8923141	115.2667939	0
1.93878E+11	2.1559E+11	48341803124	54588134997	51465000000	56675508019	2.0245E+11	2654808959	2821000000	2608521337	41066911350	43637700000	NaN	NaN	57550348203	61153000000	55491818667	62836028821	1.65774E+11	1.53941E+11	1.9069E+11	11278391142	662655465.5	13878022.91	38220308677	NaN	126289.3281	671986901.5	23809990825	2.17983E+11	2.06889E+11	33739735287	34411722189	2.18832E+11	93.77797624	500000	-137261462.8	2.25979E+11	2.40125E+11	2.12433E+11	2.56134E+11	2.52795E+11	2.6862E+11	2.37742E+11	2.86443E+11	3.10463E+11	3.18411E+11	27721.71508	62947487295	66888000000	73058053602	2.3893E+11	2.89685E+11	2.42217E+11	2.56218E+11	2.72257E+11	2.40984E+11	2.90368E+11	3.14666E+11	23440	23322.24749	28101.6508	30450	62029546632	65912596251	2.93563E+11	3422736684	3637000000	3878309328	26816299642	28495000000	30308135978	-2854319593	-3033000000	3878309328	3242002372	1.0626	NaN	0.865224405	0.814252216	0.896701714	93.67255273	3
380206315.7	99216866485	509332989	2.47567E+11	3.458E+11	2.47567E+11	1.96648E+11	947789781.8	6.606E+11	3.512E+11	241036456.8	1.68E+11	227316460	91300000000	383219271.4	2.671E+11	362320643.7	1.361E+11	1476348298	1194613295	3.71759E+11	73714166.7	12654721.75	4239495.042	248408561.4	NaN	NaN	11701288.47	-12498209.58	2528609294	2200765269	32681697.43	44382985.89	96897992471	227.7724892	-9100000000	NaN	2594585288	1.8084E+12	NaN	8.06259E+11	2807357351	1.9567E+12	2474121747	8.59059E+11	8614477235	9343399545	123819.6638	104736079.4	73000000000	NaN	2448400000	8.5674E+11	2523050627	2781257351	1.93851E+12	2451504192	8.51255E+11	8534388444	360	353.3452713	122694.7824	1230	235971597.3	1.6447E+11	8.49284E+11	-26100000	-18191439000	-7455889237	212772062.7	1.483E+11	52800000000	126974562	88500000000	37813535673	-2318874014	696.99	696.9882036	227.140887	0.325888301	276.986745	NaN	0
6791241511	3.16704E+11	11011527076	5.58294E+11	6.32392E+11	5.58294E+11	3.55418E+11	10430158454	5.99004E+11	5.20126E+11	7279226885	4.18046E+11	7792400651	3.41742E+11	12119205990	6.96006E+11	13159808495	5.80097E+11	23336984155	24890314255	1.06864E+12	709821085.5	207673023.1	349743449.5	4195716524	NaN	551816613.1	210766905.4	9969447098	44657816570	47870416959	9359268192	9570035098	2.6639E+11	121.2820334	NaN	NaN	45886348598	2.63525E+12	50020007858	2.16887E+12	47571130071	2.73201E+12	51800799317	2.25261E+12	1.27369E+11	1.38147E+11	16777.15743	8741877068	5.02046E+11	4.99422E+11	51122000000	2.20229E+12	51104582867	49755093157	2.85744E+12	54136088222	2.35301E+12	1.33217E+11	380	403.1989905	17524.94689	990	14165163623	8.13505E+11	2.30571E+12	2183963085	1.25425E+11	1.03416E+11	1684781473	96757000000	83742000000	329131116.1	18902000000	15585000000	-50314156336	57.43	57.888	21.44953759	0.37349012	22.74402852	NaN	0
7581354319	15746472920	2917832451	6060338000	6531845000	6531845000	18431451444	1680017419	3489396180	3489396180	2317328270	4813090816	2136556577	4813090816	3821037380	7936294638	3232828192	7936294638	8682520927	7649230165	18033595966	532976779.1	275059416.4	NaN	2030536832	51518429.83	13114033.96	280886344.7	712457043.2	14227525112	12545892264	624855597.5	905741942.2	15746472920	100	-430.2855225	-430.2855225	14183575727	29459286784	12508656418	29459286784	15979194408	33188786784	14064179291	33188786784	59638728440	63382323099	4217.947736	1852126373	3846866476	NaN	13037000000	33188786784	14945744572	16322694408	33902236284	14365822360	33902236284	60920764486	1900	1825.745794	4308.619706	7740	2742993875	5697198279	33902236284	343500000	713449500	713449500	1795618681	3729500000	4294659072	547400000	1136949800	1136949800	NaN	2.077	2.076975	0.556497223	0.267933184	0.703261129	91.73840218	2
6956301967	NaN	1593659392	NaN	644300000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	304712102.9	96740828.26	NaN	621825043	NaN	1281825008	15191887.9	1041872289	6062519191	NaN	-47173331.87	-31981443.97	NaN	98.27027574	NaN	NaN	NaN	NaN	NaN	NaN	8491183201	3192600000	8775886900	3248795199	15370489112	16671077892	5059.876959	3045559695	1145100000	NaN	NaN	NaN	7914757218	7966169242	2995200000	NaN	NaN	14420124346	12330	NaN	NaN	22460	1663697333	625533565.6	NaN	-525013958.5	-197400000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.375990003	0.376	0.207709721	0.552434157	0.325104069	126.20127	3
1619401619	2146838528	1234459104	1546044242	2565206019	1546044242	4046669568	550332050	1143590000	689239274.4	559176612.1	1161969000	496339446.9	700316258.8	1182631858	2457509000	1049734251	1481135477	3721726179	3456758444	4610159159	NaN	141393917.9	NaN	691454984.9	367903.487	1066180.106	16845910.07	-624835057.9	NaN	NaN	NaN	NaN	1389071457	166.9417709	NaN	NaN	5454690087	11334846000	4986999278	6780533910	6651226179	13821248000	6052904904	8279083137	19078307763	20692637198	2192.621736	-1863811082	-3872999429	NaN	5665300000	7521316067	6637842335	7159975848	14878429812	6520934716	8810240750	20537600004	1760	1726.995968	2333.292835	5440	66879754.18	138976129.2	7957705431	508749668.7	1057181812	436389364.6	1196536092	2486402000	1498549227	1411454464	2933002376	1473622156	-757767070.5	2.078	2.078170426	0.72444832	0.34862768	NaN	NaN	2
9286388481	7.248E+12	3208656794	2.4003E+12	5.79665E+12	2.4214E+12	7.743E+12	1478237127	2.6474E+12	1.153E+12	3790069557	6.7877E+12	3843050008	2.7558E+12	4643431270	8.316E+12	4703146102	3.3727E+12	6432068041	5623220760	4.0325E+12	788110264.6	322853588.7	NaN	1489552910	NaN	209753756.1	NaN	1370027084	12867018727	12457747467	1626069248	1626069248	7.31237E+12	260.1343551	2.74357E+11	-4.666E+11	12553736438	2.24827E+13	12000991985	8.6061E+12	14594925393	2.61383E+13	14011685603	1.0048E+13	58958797631	63947653230	1012392.947	2689819238	4.81724E+12	NaN	14034000000	1.01124E+13	13639785967	14566325393	2.60871E+13	13984063046	1.00281E+13	58843262843	1370	1408.973607	1010386.526	5930	2860119238	5.12224E+12	NaN	-28600000	-51220226200	NaN	2041188955	3.6556E+12	1.4419E+12	173600000	3.10903E+11	1.20875E+11	64374063800	1790.917	1790.916667	443.3316324	0.247544488	492.8840646	NaN	2
490171683	1013863087	210748864.5	423300000	421497729	367800000	1248078715	118301629.5	236603259	244141859.5	77418019.47	154836038.9	79898835.38	159797670.8	158300012.1	316600024.2	157920743.7	315841487.4	524246313.1	506662852.6	1013325705	43628552.78	2214576.307	NaN	103744025.6	NaN	NaN	48601.87603	-51725857.48	753451513.6	736205249.3	-10316486.56	-10267884.68	992016932.7	101.6155497	-35357032.51	3011849.176	800847954.7	1601695909	786654526	1573309052	932676403.2	1865352806	917848110.5	1835696221	1427952388	1548779958	6921.931452	84224577.88	168449155.8	177369008	903744000	1813850067	837761102.1	857195539.2	1714391078	844094979.4	1688189959	1312389177	3160	3182.861913	6365.723826	4950	52062164.46	104124328.9	1670399955	-75480864	-150961728	-143450112	131828448.5	263656897	262387168.9	11653564	23307128	72979704	-21846154.09	2	2	1.306313027	0.653156513	1.450486972	106.0024	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	31319000	31319000	36211000	NaN	NaN	NaN	NaN	377345000	377345000	336103193.1	429877000	3340323000	3095970097	4063708000	NaN	3231473.591	NaN	554656081.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	83.14910091	NaN	NaN	3748987000	3748987000	3458284847	4529796000	3937228000	3937228000	3650836316	4735142000	NaN	NaN	75400.35032	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	188241000	188241000	205346000	NaN	NaN	NaN	NaN	1	1	NaN	NaN	NaN	NaN	3
1710308635	6290479782	1237180518	3655612299	9236200288	3847377222	6859037709	1024164976	7343262877	3302826294	1030513337	7388780625	1144712968	3807440786	2013809232	14439012194	2224036458	7294131262	3836176476	4162549809	10668837739	476518424.5	51432404.84	NaN	767308026.2	97.21026865	384914935.1	90119364.13	204586690.5	6548562092	7340091724	154886346.1	245005710.2	5354040482	243.2954356	NaN	NaN	6874150684	49287660405	7514569959	21265795295	7905485150	56682328526	8751510220	23297736103	28470689836	30879764751	2694.420597	807412749.1	5789149411	2342379718	8884500000	22361296803	8013265408	7700785150	55214629526	8521802823	22715183344	27733486477	930	985.5601826	2627.047435	3210	972142749.1	6970263511	21778744037	-204700000	-1467699000	-582552766	1031334466	7394668121	2031940808	371440000	2663224800	1057075718	-936439300.7	7.17	7.17	1.990901129	0.277671008	2.453887854	124.3333333	1
71078167116	1.39119E+11	82623426251	1.88604E+11	2.3935E+11	1.88604E+11	1.23972E+11	28746118940	84252000000	64705151344	73206523593	2.14561E+11	99199914447	1.81486E+11	1.17509E+11	3.44406E+11	1.57182E+11	2.87566E+11	2.88127E+11	3.91492E+11	7.16234E+11	18041040000	2065566958	NaN	54899995064	3171922930	7361119167	1901057910	19042981802	4.21067E+11	5.6152E+11	22606818205	24507876115	1.38885E+11	120.4710589	-6976	-15295066416	4.34382E+11	1.27313E+12	5.84042E+11	1.06851E+12	5.04221E+11	1.47782E+12	6.70513E+11	1.2267E+12	1.32285E+12	1.43478E+12	6842.033637	89296461838	2.61719E+11	NaN	6.7038E+11	1.22647E+12	5.47156E+11	4.865E+11	1.42588E+12	6.46881E+11	1.18347E+12	1.27635E+12	3050	3608.029382	6600.889754	7120	73965440235	2.16785E+11	NaN	-17720836603	-51938000000	NaN	69839639701	2.04693E+11	1.58197E+11	2479443174	7267000000	NaN	-234196699.9	2.9309	2.920363018	1.117153775	0.381164071	1.305440201	NaN	2
