Agricultural land (sq. km)	Arable land (hectares)	Arable land (hectares per person)	Land under cereal production (hectares)	Permanent cropland (% of land area)	Land area (sq. km)	Cereal production (metric tons)	Surface area (sq. km)	Income payments (BoP, current US$)	Imports of goods and services (BoP, current US$)	Insurance and financial services (% of service imports, BoP)	Goods imports (BoP, current US$)	Service imports (BoP, current US$)	Royalty and license fees, payments (BoP, current US$)	Imports of goods, services and income (BoP, current US$)	Foreign direct investment, net outflows (% of GDP)	Private current transfers, payments (BoP, current US$)	Workers' remittances and compensation of employees, paid (current US$)	Current account balance (BoP, current US$)	Net income (BoP, current US$)	Net trade in goods and services (BoP, current US$)	Net trade in goods (BoP, current US$)	Net errors and omissions, adjusted (BoP, current US$)	Foreign direct investment, net (BoP, current US$)	Private capital flows, total (BoP, current US$)	Portfolio investment, excluding LCFAR (BoP, current US$)	Changes in net reserves (BoP, current US$)	Net current transfers (BoP, current US$)	Net capital account (BoP, current US$)	ICT service exports (BoP, current US$)	ICT service exports (% of service exports, BoP)	Income receipts (BoP, current US$)	Exports of goods and services (BoP, current US$)	Insurance and financial services (% of service exports, BoP)	Goods exports (BoP, current US$)	Service exports (BoP, current US$)	Royalty and license fees, receipts (BoP, current US$)	Exports of goods, services and income (BoP, current US$)	Foreign direct investment, net inflows (BoP, current US$)	Foreign direct investment, net inflows (% of GDP)	Profit remittances on FDI (current US$)	Portfolio equity, net inflows (BoP, current US$)	Workers' remittances and compensation of employees, received (current US$)	Workers' remittances and compensation of employees, received (% of GDP)	Market capitalization of listed companies (current US$)	Listed domestic companies, total	Stocks traded, total value (current US$)	Stocks traded, turnover ratio (%)	Income
4729600	47150000	2.992130981	17165163	0.020827096	7682300	24942198	7741220	5934025038	31530635367	5.607259056	23853984265	7676651101	392560982.3	37464660405	1.031867303	507636352.2	311754455.6	-9172411918	-4502696912	-4424884558	-967608559.7	-1201286393	183313539	4395483687	4212170148	2301244528	-244830448.2	537822491.2	NaN	NaN	1431328127	27105750809	2.513699277	22886375706	4219375103	101882880.9	28537078936	2062591081	1.132520476	NaN	963869484.7	1009029114	0.554034265	NaN	NaN	NaN	NaN	3
35110	1448000	0.191408179	1053466	0.933899333	82450	5551184	83870	3448002071	26401522789	4.761861524	20012172117	6389350672	114846031.4	29849524860	0.106756246	665529861.9	189676162.7	-158016909.9	-254203047.7	171333706.5	-3136523171	-142633885.1	99677761.66	885531178.5	785853416.9	-14950850.06	-75147568.65	-16736752.77	NaN	NaN	3193799023	26572856495	2.678112298	16875648946	9697207549	30184954.47	29766655519	173105865.8	0.251676557	NaN	107406782.3	201390884.4	0.292799809	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	83210	NaN	86600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
21500	930000	0.191728977	222126	12.46105919	25680	256000	27830	19877248.26	239015831.8	4.443413729	149696642	89319189.75	57999.47386	258893080	NaN	1159989.477	8542493.82	-41287339.75	-18319548.1	-112212410.6	-36050815.82	-8124937.314	538566.543	538566.543	NaN	-15853702.31	89244619	-787135.7167	NaN	NaN	1557700.155	126803421.1	0.768261965	113645826.2	13157594.93	NaN	128361121.3	538566.543	0.046832717	231997.8954	0	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	383992	NaN	NaN	2227165	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	779245666.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	817282897.9	0.959047403	NaN	NaN	NaN	NaN	3
21300	1580000	0.381626288	625625	0.903995661	110620	535415	112620	34723538.98	437605625.9	5.18	326312231.7	111293394.2	NaN	472329164.9	NaN	2225867.884	11129339.22	-38952687.96	-28045935.33	-102167335.9	-28491108.91	16179154.74	NaN	NaN	NaN	-2156187.071	91260583.23	NaN	NaN	NaN	6677603.651	335438290.1	NaN	297821122.8	37617167.23	NaN	342115893.7	-90000	-0.008606513	0	0	40288208.01	3.852677675	NaN	NaN	NaN	NaN	0
100270	9152000	0.099172553	11233210	2.112621956	130170	24134977	144000	153669802.7	2764371891	5.42766685	2286425080	477946810.1	NaN	2918041693	NaN	448446.3792	415305.5549	-455173414.8	-112028082.6	-1527027397	-1286968042	-67810321.44	NaN	-7191558.37	-7191558.37	81175938.85	1183882065	NaN	NaN	NaN	41641720.04	1237344493	0.095094254	999457038.6	237887454.7	NaN	1278986213	-6660000	-0.030814458	0	-7191558.37	502471374.5	2.324832321	NaN	NaN	NaN	NaN	0
61690	3810000	0.425197256	1846597	2.92868119	110630	5382895	110990	257000000	11472000000	5.886850153	10818000000	654000000	NaN	11729000000	NaN	25000000	NaN	-136000000	-97000000	-112000000	-505000000	599000000	NaN	NaN	NaN	-298000000	73000000	NaN	NaN	NaN	160000000	11360000000	3.190066858	10313000000	1047000000	NaN	11520000000	NaN	NaN	0	0	NaN	NaN	NaN	NaN	NaN	NaN	2
80	2000	0.00479698	NaN	2.898550725	690	NaN	690	692819148.9	3284574468	6.358192705	2796010638	488563829.8	NaN	3977393617	NaN	234840425.5	778457458.5	38829787.23	-370212766	523670212.8	100797872.3	794676332.6	101329787.2	72872340.43	-28457446.81	-357442290	-114627659.6	NaN	NaN	NaN	322606383	3808244681	NaN	2896808511	911436170.2	NaN	4130851064	101329787.2	2.774743122	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	51000	NaN	51210	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	202840	NaN	207600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
1010	43000	0.258724428	16630	0.438404209	22810	25209	22970	13150000	141350000	5.208711434	113800000	27550000	200000	154500000	NaN	2000000	6400000.095	9050000	-10250000	-13100000	-23650000	-16128377.9	3700000	4400000	700000	-2321622.101	32400000	NaN	NaN	NaN	2900000	128250000	NaN	90150000	38100000	NaN	131150000	3700000	1.769065264	1500000	0	21049999.24	10.06454661	NaN	NaN	NaN	NaN	1
10	1000	0.017857143	NaN	NaN	50	NaN	50	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
346870	2050000	0.344116143	728061	0.12646543	1083300	972965	1098580	390400000	708900000	6.745225518	462800000	246100000	2500000	1099300000	NaN	1500000	3299999.952	-285300000	-372900000	11000000	160600000	181012919	19000000	18100000	-900000	34487081	76600000	3400000	NaN	NaN	17500000	719900000	10.67357513	623400000	96500000	NaN	737400000	19000000	0.353338661	52800000	0	6000000	0.11158063	NaN	NaN	NaN	NaN	1
2310410	47300000	0.347164209	19702122	0.702294011	8459420	36011171	8514880	12779000000	16958000000	3.588390501	13168000000	3790000000	30000000	29737000000	0.036332191	10000000	6000000	-280000000	-11190000000	10762000000	12466000000	-530361255.7	1360000000	1123000000	-237000000	511361255.7	148000000	7000000	NaN	NaN	1589000000	27720000000	1.581975072	25634000000	2086000000	7000000	29309000000	1441000000	0.64635416	1682000000	-11000000	40000000	0.017941823	NaN	NaN	NaN	NaN	2
190	16000	0.062888385	800	2.325581395	430	2000	430	45950000	721350000	18.21394154	565700000	155650000	5400000	767300000	0.187784768	4800000	750000	59600000	-19650000	74200000	-208850000	-37020181.4	2600000	-2550000	-5150000	-22379818.6	5050000	NaN	NaN	NaN	26300000	795550000	7.921130613	356850000	438700000	2350000	821850000	4850000	0.404780501	NaN	100000	8149999.619	0.68019813	NaN	NaN	NaN	NaN	3
120	3000	0.013695503	873	0.759013283	5270	1082	5770	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
4440	145000	0.295654089	120700	0.404255319	47000	167300	47000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
260080	407000	0.344097876	103000	0.001764509	566730	20670	581730	216339331.1	624261962	5.048348106	493806612.2	130455349.8	NaN	840601293.1	0.132046382	17555232.41	15663051.61	81941938.09	-131454000.8	179652049	233842002.9	44027122.76	52140091.46	52140091.46	NaN	-254269427	33743889.84	5203497.031	NaN	NaN	84885330.35	803914011	2.756719504	727648615.1	76265395.88	NaN	888799341.4	53611787.59	4.810261045	122150778.8	0	31273542.4	2.805985577	NaN	NaN	NaN	NaN	2
49830	1900000	0.723358148	102860	0.133230601	622980	110772	622980	14030270.77	275793934.3	6.923076923	167745855.4	108048078.8	NaN	289824205	0.069747084	19102398.18	15051318.17	-48615805.95	-7374925.798	-97955993.82	-36697883.8	-7778423.008	2388356.239	2388356.239	NaN	18164322.55	56715113.67	NaN	NaN	NaN	6655344.972	177837940.4	3.336663337	131047971.6	46789968.78	NaN	184493285.4	2991566.436	0.345904358	0	0	21310.1581	0.002464019	NaN	NaN	NaN	NaN	0
674390	45206000	1.742579601	21709000	0.733600117	9093510	48239300	9984670	22652629062	91957529624	NaN	78045264391	13912265233	NaN	1.1461E+11	1.086410675	701934098.1	NaN	-5733953281	-12815577209	7782255987	11867442421	-4251927844	-2507756770	5673952523	8181709293	63145749.25	-700632059.2	1065741392	NaN	NaN	9837051853	99739785611	NaN	89912706812	9827078800	NaN	1.09577E+11	1356650952	0.381398699	NaN	1133214786	NaN	NaN	NaN	NaN	NaN	NaN	3
20210	391000	0.060429358	184315	0.525	40000	1054400	41280	5952485120	44228926082	1.319549504	39386681589	4842244493	NaN	50181411202	4.596942968	993844432	2509029785	6038764817	4953349952	1891641654	-2083329094	2460912203	-3305489139	-4409625070	-1104135931	-1227763706	-806226789.4	NaN	NaN	NaN	10905835071	46120567737	20.82160166	37303352495	8817215241	NaN	57026402808	1267334792	1.27401926	NaN	5048583202	498550140.4	0.501179708	NaN	NaN	NaN	NaN	3
80	3000	0.02247494	NaN	NaN	190	NaN	190	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
164720	3444000	0.284458247	800220	0.306645327	743530	2359916	756090	2256000000	4000900000	3.590930125	2920400000	1080500000	23000000	6256900000	0.010311772	48200000	13000000	-1412980000	-2055200000	495720000	883700000	-69934210.83	142600000	142600000	NaN	102514210.8	146500000	NaN	NaN	NaN	200800000	4496620000	5.663374343	3804100000	692520000	NaN	4697420000	144300000	0.875287473	158500000	0	1000000	0.006065748	NaN	NaN	NaN	NaN	2
4958970	120835000	0.11496708	88792335	0.542593772	9327420	339877363	9599960	546000000	40755000000	2.733755943	38231000000	2524000000	NaN	41301000000	0.2051087	9000000	3000000	-11417000000	932000000	-12592000000	-13123000000	6320770.194	1030000000	4057000000	3027000000	2439679230	243000000	NaN	NaN	NaN	1478000000	28163000000	6.415711948	25108000000	3055000000	NaN	29641000000	1659000000	0.540978271	14000000	0	271000000	0.088369567	NaN	NaN	NaN	NaN	2
91600	5910000	0.561848224	706454	2.644327389	472710	815330	475440	633971690.6	2072060413	5.484331162	1135904898	936155514.5	NaN	2706032103	0.129483607	160329263.7	138983184.8	-561519691	-595887091.1	52953396.95	490425470.8	108938958.9	305678436.5	305678436.5	NaN	-59257587.74	-18585996.83	NaN	NaN	NaN	38084599.49	2125013810	7.251383681	1626330369	498683440.6	NaN	2163098409	316229050.2	3.880956974	341470392	0	12220014.57	0.149971518	NaN	NaN	NaN	NaN	1
453750	3790000	0.126360547	1180900	1.338440739	1109500	3144300	1141750	1786000000	5100000000	12.82410652	3673000000	1427000000	7000000	6886000000	0.020060514	17000000	98000000	-1809000000	-1675000000	-595000000	-23000000	-273087663.2	1016000000	1015000000	-1000000	-153912336.8	461000000	NaN	NaN	NaN	111000000	4505000000	14.67836257	3650000000	855000000	29000000	4616000000	1023000000	2.931700868	395000000	0	110000000	0.315236652	NaN	NaN	NaN	NaN	2
1210	76000	0.197023902	15200	16.12903226	1860	16550	1860	1965457.996	64112215.94	2.358449612	28219792.16	35892423.77	NaN	66077673.93	NaN	4908080.274	4908080.101	-14256804.61	-1393405.103	-44206110.77	-12531742.38	1770703.03	NaN	-222588.6746	-222588.6746	-6115633.958	31342711.27	NaN	NaN	NaN	572052.8936	19906105.17	NaN	15688049.78	4218055.383	NaN	20478158.06	NaN	NaN	0	0	4229184.628	3.693925934	NaN	NaN	NaN	NaN	0
650	38000	0.115684012	3300	0.496277916	4030	1323	4030	5976099.965	95333854.74	1.257773829	86735298.93	8598555.812	NaN	101309954.7	NaN	439804.2889	NaN	-8936866.804	-4076101.784	-64398042.89	-80614052.64	4938249.15	NaN	NaN	NaN	-14240710.09	59537277.87	NaN	NaN	NaN	1899998.181	30935811.86	0.025068168	6121246.294	24814565.56	NaN	32835810.04	NaN	NaN	0	0	20757017.14	15.07100499	NaN	NaN	NaN	NaN	1
26810	285000	0.105877974	163884	4.661182922	51060	380804	51100	332210000	1282700000	7.916222932	1001000000	281700000	9600000	1614910000	0.097985492	7900000	699999.9881	-126010000	-275810000	-68900000	-61900000	142871017.6	65200000	51700000	-13500000	-59881017.61	218700000	NaN	NaN	NaN	56400000	1213800000	NaN	939100000	274700000	200000	1270200000	69900000	1.457273595	27100000	0	7199999.809	0.150105431	NaN	NaN	NaN	NaN	2
62220	3168000	0.314623216	237200	3.724394786	107400	620420	109890	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	160000	0.000698035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
20	0	0	NaN	0	240	NaN	260	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	453980000	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
1630	103000	0.146358376	53486	5.952380952	9240	112200	9250	107256144.9	1423551878	1.244588745	1121863361	301688517.2	163251.3621	1530808023	0.006717025	979508.1729	6203551.769	-180229503.8	8325819.469	-210267754.4	-646965148.2	19043823.53	57790982.2	57790982.2	NaN	29605082.39	21712431.17	19100409.37	NaN	NaN	115581964.4	1213284123	NaN	474898212.5	738385911	NaN	1328866088	57954233.56	2.38454372	NaN	0	71504096.98	2.942056774	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	77270	NaN	78870	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
182440	11957000	0.153916709	7403410	1.343339157	349130	37555279	356970	12608574604	1.90973E+11	1.082230936	1.55017E+11	35956040612	1213984364	2.03582E+11	0.816235324	5058699204	3598019287	17994051590	5236627279	22907977432	28465435315	3586094098	-4964708241	-3140671498	1824036743	-2220145621	-10150553121	-865715382.8	NaN	NaN	17845201883	2.13881E+11	0.715010382	1.83483E+11	30398582729	618173314.7	2.31727E+11	821452292	0.115879671	NaN	2153885989	2022923706	0.285367434	NaN	NaN	NaN	NaN	3
190	6000	0.081480777	150	14.66666667	750	200	750	1900000	63800000	4.406779661	52000000	11800000	NaN	65700000	NaN	4600000	NaN	-6301333.333	-1900000	-25200000	-23600000	-685726.2782	3000000	3000000	NaN	475948.5005	20798666.67	NaN	NaN	NaN	NaN	38600000	NaN	28400000	10200000	NaN	38600000	3000000	3.043053627	0	0	11100000.38	11.2592988	NaN	NaN	NaN	NaN	2
28340	2601000	0.508634566	1600597	0.306748466	42380	7956252	43090	3969537508	22681338469	1.718117962	17887249832	4794088637	NaN	26650875977	0.500681769	123784150.7	NaN	-2767043670	-2560897875	-71194452.66	-763979700.3	-303746095.4	-195332876.5	1037840477	1233173354	-1531807197	-134951341.5	NaN	NaN	NaN	1408639633	22610144016	2.754031582	17123270132	5486873884	NaN	24018783649	111103417.6	0.181530245	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	3
26300	1075000	0.165839986	168012	7.346854305	48320	607731	48670	247900000	1560400000	3.872495446	1285900000	274500000	NaN	1808300000	NaN	NaN	NaN	-107600000	-226300000	-237600000	-547400000	155701799	36200000	36200000	NaN	-42701798.99	356300000	NaN	NaN	NaN	21600000	1322800000	0.189970905	738500000	584300000	NaN	1344400000	36200000	0.717601868	0	0	242000000	4.797227955	NaN	NaN	NaN	NaN	2
390510	6910000	0.312693765	3198670	0.252336527	2381740	2918780	2381740	1734754764	11385098850	3.648627694	8819762123	2565336728	1193364.891	13119853614	0.004119464	142805998.6	130872345	1014757946	-1544214169	2180476550	4214368113	126518437.9	-1988941.485	-1988941.485	NaN	-1020348741	378495564.7	NaN	NaN	NaN	190540594.3	13565575401	8.001497006	13034130236	531445164.9	NaN	13756115995	397788.2971	0.000686577	197700783.6	0	313000000	0.540233896	NaN	NaN	NaN	NaN	2
74200	1590000	0.174906101	431368	4.08178009	276840	832235	283560	1088000000	2247000000	6.603773585	1611000000	636000000	42000000	3335000000	NaN	NaN	114000000	76000000	-1059000000	1055000000	1294000000	167937971.3	62000000	62000000	NaN	-7937971.334	80000000	NaN	NaN	NaN	29000000	3302000000	7.808564232	2905000000	397000000	NaN	3331000000	62000000	0.523618764	126000000	0	NaN	NaN	NaN	NaN	NaN	NaN	2
24970	2305000	0.045499745	1886100	0.192877593	995450	8561300	1001450	1210571429	12240428571	4.527541424	9050428571	3190000000	NaN	13451000000	0.008648135	NaN	NaN	-1816285714	-792285714.3	-5381285714	-5214857143	585158560.1	1174571429	1195000000	20428571.43	-149872845.8	4357285714	NaN	NaN	NaN	418285714.3	6859142857	1.611150484	3835571429	3023571429	NaN	7277428571	1177571429	3.394598869	14142857.14	0	3211714355	9.25844637	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	101000	NaN	117600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
307120	15564000	0.405113984	7592597	9.714880666	499440	20972031	505990	3505428392	34162251773	6.052149519	29610828999	4551422774	229216223.5	37667680165	0.142535202	323437457.3	130917480.5	2785470118	-1688760064	3412308494	-4759415249	-1908200470	1717597792	1949152955	231555163.8	2275054096	1061921688	65052501.77	NaN	NaN	1816668328	37574560268	1.334364255	24851413750	12723146517	25898159.74	39391228596	1967804468	1.120998895	NaN	487983034	1234490723	0.703252157	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	42390	NaN	45230	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	1101000	NaN	1221900	39855072.46	1111304348	4.032114184	840531401	270772946.9	NaN	1151159420	NaN	1449275.362	821256.0415	106280193.2	-15120772.95	-489613526.6	-507681159.4	-168754861	NaN	NaN	NaN	-162163013.4	611014492.8	-386473.43	NaN	NaN	24734299.52	621690821.3	0.13547416	332850241.5	288840579.7	NaN	646425120.8	NaN	NaN	0	0	14202898.98	0.150954071	NaN	NaN	NaN	NaN	0
24080	2272000	0.463464816	1254000	0.013132407	304590	3642000	338150	2013532271	15401375931	1.213872621	12481250627	2920125305	116074806.5	17414908203	0.632794332	92385167.79	12376421.93	-806258709.2	-1014334396	379048210.1	869893138.5	-37926612.75	-235397815.3	1107124371	1342522186	-583114901.4	-170972523.6	-5239080.183	NaN	NaN	999197875.6	15780424141	-2.236219264	13351143765	2429280376	6540407.049	16779622017	112511585.5	0.204641477	NaN	0	50871543.88	0.092527608	NaN	NaN	NaN	NaN	3
