Customs and other import duties (current LCU)	Customs and other import duties (% of tax revenue)	Taxes on international trade (current LCU)	Taxes on international trade (% of revenue)	Other taxes (current LCU)	Other taxes (% of revenue)	Tax revenue (current LCU)	Tax revenue (% of GDP)	Taxes on income, profits and capital gains (current LCU)	Taxes on income, profits and capital gains (% of revenue)	Taxes on income, profits and capital gains (% of total taxes)	Compensation of employees (current LCU)	Compensation of employees (% of expense)	Goods and services expense (current LCU)	Goods and services expense (% of expense)	Interest payments (current LCU)	Interest payments (% of revenue)	Interest payments (% of expense)	Other expense (current LCU)	Other expense (% of expense)	Expense (current LCU)	Expense (% of GDP)	Subsidies and other transfers (current LCU)	Subsidies and other transfers (% of expense)	Business extent of disclosure index (0=less disclosure to 10=more disclosure)	Ease of doing business index (1=most business-friendly regulations)	New business density (new registrations per 1,000 people ages 15-64)	New businesses registered (number)	Credit depth of information index (0=low to 6=high)	Private credit bureau coverage (% of adults)	Public credit registry coverage (% of adults)	Average time to clear exports through customs (days)	Delay in obtaining an electrical connection (days)	Power outages in firms in a typical month (number)	Time required to get electricity (days)	Firing cost (weeks of wages)	Cost to export (US$ per container)	Documents to export (number)	Time to export (days)	Firms using banks to finance investment (% of firms)	Informal payments to public officials (% of firms)	Losses due to theft, robbery, vandalism, and arson (% sales)	Time required to obtain an operating license (days)	Firms with female participation in ownership (% of firms)	Firms formally registered when operations started (% of firms)	Firms that do not report all sales for tax purposes (% of firms)	ISO certification ownership (% of firms)	Value lost due to electrical outages (% of sales)	Firms offering formal training (% of firms)	Management time dealing with officials (% of management time)	Cost to import (US$ per container)	Documents to import (number)	Time to import (days)	Time to resolve insolvency (years)	Strength of legal rights index (0=weak to 10=strong)	Time required to enforce a contract (days)	Procedures to enforce a contract (number)	Time required to register property (days)	Procedures to register property (number)	Cost of business start-up procedures (% of GNI per capita)	Time required to start a business (days)	Start-up procedures to register a business (number)	Time to prepare and pay taxes (hours)	Firms expected to give gifts in meetings with tax officials (% of firms)	Labor tax and contributions (% of commercial profits)	Average number of times firms spent in meetings with tax officials	Other taxes payable by businesses (% of commercial profits)	Tax payments (number)	Profit tax (% of commercial profits)	Total tax rate (% of commercial profits)	Income
5548000000	2.421354003	5560000000	2.22297743	306000000	0.122343722	2.29128E+11	24.73190587	1.62972E+11	65.15882694	71.12705562	24063000000	10.17919237	24203000000	10.23841553	9291000000	3.714691242	3.9303028	12369000000	5.232366304	2.36394E+11	25.51619251	1.70983E+11	72.32966996	8	NaN	6.437411	88337	5	100	0	NaN	NaN	NaN	NaN	4	930	6	9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1120	5	8	1	9	395	29	5	5	1.9	2	2	107	NaN	NaN	NaN	NaN	13	NaN	52.8	3
1430000	0.002902487	1430000	0.001541199	3925070000	4.230289171	49268090000	20.08946507	22722970000	24.48994131	46.12106944	12407550000	12.70279991	5267090000	5.392425609	7064850000	7.614223046	7.232965084	4927240000	5.044488543	97675710000	39.82806649	68906800000	70.54650537	3	NaN	0.6466226	3587	6	45.4	1.2	NaN	NaN	NaN	NaN	2	858	4	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	913	5	9	1.1	7	397	27	32	3	5.7	28	8	170	NaN	NaN	NaN	NaN	14	NaN	58.6	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	NaN	1.048333	5516	4	0	0.4	1.36	2.03	NaN	NaN	22	2715	8	43	0.4	39.29	0.21	NaN	14.65	NaN	38.97	10.31	5.61	14.98	5.24	2945	10	52	2.7	6	267	39	61	7	12.3	113	13	756	68.42	NaN	0.57	NaN	37	NaN	46.4	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	NaN	NaN	NaN	2	0	0.2	NaN	NaN	NaN	NaN	26	2347	9	47	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4035	10	71	NaN	2	588	44	94	5	190.2	14	9	140	NaN	NaN	NaN	NaN	32	NaN	278.7	0
NaN	NaN	NaN	NaN	1122500000	0.890928169	78916900000	26.00784352	46648500000	37.02491107	59.11091287	8738600000	6.488036416	3213700000	2.386034677	12174200000	9.662661657	9.038822344	10767300000	7.994259321	1.34688E+11	44.38772719	1.00677E+11	74.74828845	8	NaN	3.743759	25492	4	0	55.3	NaN	NaN	NaN	NaN	16	1410	4	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1600	5	9	0.9	7	505	28	132	7	11.1	34	4	156	NaN	NaN	NaN	NaN	11	NaN	60.2	3
89145145643	25.47734907	91265311462	21.59444616	27433436335	6.49107371	3.499E+11	15.4720147	78991281280	18.69026625	22.57541263	1.3028E+11	42.52731045	85937890000	28.05271206	6890000000	1.630255041	2.249103231	79280510000	25.87954299	3.06344E+11	13.54606765	3955920000	1.291331271	6	NaN	NaN	NaN	1	0	3.5	NaN	NaN	NaN	NaN	36	965	7	34	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1202	8	38	4	3	825	42	120	4	168.2	31	7	270	NaN	NaN	NaN	NaN	58	NaN	75.8	0
1.29552E+11	42.51161228	1.29552E+11	32.38864743	15837143000	3.959351693	3.04746E+11	8.220669855	49365686000	12.34162705	16.19896185	80728856000	23.21458645	58657711000	16.86775424	67575155000	16.89407012	19.43207615	34336009000	9.873746374	3.47751E+11	9.380739155	1.06453E+11	30.61183679	6	NaN	NaN	NaN	2	0	0.4	NaN	NaN	NaN	NaN	104	902	6	35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1287	8	57	4	7	1442	41	425	8	56.1	50	8	400	NaN	NaN	NaN	NaN	21	NaN	35.3	0
371739000	3.781950158	371739000	2.202644555	8160000	0.048349997	9829294000	21.61056154	2270688000	13.45438213	23.10123189	1620131000	11.2540507	3115675000	21.64267235	679803000	4.027999152	4.722172112	453134000	3.147642387	14395981000	31.65082185	8527238000	59.23346245	10	NaN	5.734679	29338	4	0	13.6	2.15	22.06	NaN	NaN	9	1233	7	26	37.66	37.99	0.27	NaN	28.77	NaN	39.06	12.06	1.31	34.9	2.95	1201	9	22	3.3	8	564	40	19	8	9.6	32	11	616	42.63	NaN	3.79	NaN	31	NaN	46	2
59360000	85.09174312	59360000	3.551513701	NaN	NaN	69760000	1.378410955	7560000	0.452315424	10.83715596	564880000	54.33889664	262990000	25.29844644	62130000	3.71724303	5.976624501	30570000	2.940695493	1039550000	20.5408129	118980000	11.44533692	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	1668619892	26.35205378	278961133.6	4.405556252	3509962721	20.38542642	126803840.2	2.002578079	3.612683389	1608727737	27.94356754	1395493061	24.23968563	93521744.79	1.476963124	1.624470774	237808686.6	4.130731971	5757059240	33.43628319	2421508010	42.06154409	3	NaN	NaN	NaN	5	19.3	0	2.11	6.84	NaN	NaN	31	1150	6	22	38.1	23.08	0.5	NaN	21.55	NaN	28.39	16.35	2.63	50.68	4.11	1150	8	25	3.3	5	595	38	331	7	40.1	63	12	368	67.59	NaN	1.32	NaN	40	NaN	44.1	2
1.18514E+12	9.03942758	1.68227E+12	7.654066881	2.29154E+12	10.42615557	1.31108E+13	20.14965628	1.75652E+12	7.991902536	13.39749979	2.64761E+12	13.45104127	2.3174E+12	11.77341557	2.26001E+11	1.028271237	1.148186884	1.75526E+12	8.917511469	1.96833E+13	30.25076267	1.2737E+13	64.70984481	1	NaN	0.236294	1616	3	0	NaN	3.2	15.25	NaN	NaN	22	1672	9	22	18.92	30.51	0.27	NaN	18.6	NaN	18.69	10.96	3.5	58	5.07	2067	10	38	5.8	3	225	28	231	7	31.9	79	16	987	26.4	NaN	2.36	NaN	125	NaN	137.5	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	24	1495	6	21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1635	6	21	1	8	990	51	60	8	59.5	45	9	147	NaN	NaN	NaN	NaN	41	NaN	34.7	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
648448131.2	5.191930326	648448131.2	3.228829015	1791630814	8.921098356	12489538390	16.21516411	1750428079	8.715936863	14.01515432	4654118654	23.25522579	2766316210	13.82244693	2007900402	9.997973261	10.03287211	1088117945	5.436996856	20013216364	25.98315307	9345474748	46.69651583	1	NaN	0.2855658	1515	5	24.6	10.3	NaN	NaN	NaN	NaN	NaN	1110	8	24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1452	7	36	1.8	1	591	40	92	7	162.2	50	15	1080	NaN	NaN	NaN	NaN	42	NaN	80	1
9085916081	2.532481134	9085916081	1.866665101	38750747454	7.961186001	3.58775E+11	16.70867902	1.38058E+11	28.3634371	38.48031941	92230788380	16.74926298	66695218187	12.11196141	1.30159E+11	26.74065575	23.63709752	1743895611	0.316694314	5.50656E+11	25.64483049	2.59827E+11	47.18498378	6	NaN	1.935538	243643	5	53.6	9.6	NaN	NaN	NaN	NaN	46	630	7	18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1090	8	24	10	3	731	45	47	14	10.1	152	17	2600	NaN	NaN	NaN	NaN	10	NaN	69.1	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
230774000	7.65641262	241250000	2.311006377	12775000	0.122375571	3014127000	8.346584663	1529843000	14.65482665	50.7557578	2652342000	37.17788403	3179664000	44.56935774	405447000	3.883898871	5.683151549	618497000	8.669473898	7134193000	19.75568577	278243000	3.900132783	4	NaN	0.0321905	13	0	0	0	NaN	NaN	NaN	NaN	NaN	1150	8	38	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2080	12	38	NaN	3	275	47	92	3	19.9	62	10	274	NaN	NaN	NaN	NaN	6	NaN	40.8	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8	NaN	NaN	NaN	4	30.8	0	NaN	NaN	NaN	NaN	90	2328	6	33	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2595	8	43	2.2	7	987	29	18	4	10.9	108	11	140	NaN	NaN	NaN	NaN	19	NaN	17.2	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	2	0	1.2	NaN	NaN	NaN	NaN	22	4581	8	57	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4534	17	66	4.8	3	660	43	75	5	217.4	22	11	504	NaN	NaN	NaN	NaN	66	NaN	65.7	0
NaN	NaN	8792000000	3.344975308	NaN	NaN	1.88645E+11	13.73117055	1.34651E+11	51.22887514	71.3779851	29013000000	11.54162871	19598000000	7.79625821	32103000000	12.21380145	12.77085811	8715000000	3.466904291	2.51377E+11	18.2973334	1.65728E+11	65.9280682	8	NaN	7.197588	160000	6	100	0	NaN	NaN	NaN	NaN	28	1385	3	7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1425	4	11	0.8	7	570	36	17	6	0.9	3	2	119	NaN	NaN	NaN	NaN	9	NaN	49.1	3
974058000	2.037303312	974058000	1.111591799	2057973000	2.348552047	47811143000	10.3085832	16212652000	18.50182536	33.90977706	6273305000	7.065841748	7468406000	8.411925597	3732628000	4.259662849	4.204188821	4559413000	5.135425541	88783548000	19.14266285	66749796000	75.18261829	0	NaN	1.732409	8823	5	23.3	0	NaN	NaN	NaN	NaN	13	1238	4	8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1333	5	9	3	8	417	32	16	4	8.7	18	6	63	NaN	NaN	NaN	NaN	20	NaN	29.9	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	2.86E+11	1.816218962	4.51E+11	2.864037594	1.2407E+13	18.01176176	5.171E+12	32.83800089	41.67808495	2.518E+12	20.96062599	1.217E+12	10.13069175	5.56E+11	3.530831269	4.628319321	1.347E+12	11.21285274	1.2013E+13	17.43977545	6.845E+12	56.9799384	7	NaN	2.124924	22670	5	22.1	25.9	NaN	NaN	NaN	NaN	52	645	6	21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	635	6	21	5.6	4	480	36	31	6	10.3	27	9	316	NaN	NaN	NaN	NaN	10	NaN	25.7	2
1.07998E+11	6.72809146	-2.96897E+11	-16.18982641	6530280000	0.356097146	1.60518E+12	8.679594442	4.46097E+11	24.32570948	27.79103478	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10	NaN	NaN	NaN	2	0	0.4	NaN	NaN	NaN	NaN	91	335	7	18	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	375	11	24	2.4	4	406	35	29	4	13.6	48	13	872	NaN	NaN	NaN	NaN	35	NaN	80	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	1	0	0.8	NaN	NaN	NaN	NaN	33	1032	9	27	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1918	10	33	3.2	3	800	43	93	5	158.5	45	11	654	NaN	NaN	NaN	NaN	45	NaN	50.9	1
2.44814E+12	5.617105634	2.44814E+12	3.86840121	2.63738E+12	4.167415248	4.35837E+13	12.81286442	1.64606E+13	26.01006451	37.76787151	1.73445E+13	19.07447168	4.02588E+12	4.427437979	1.90666E+13	30.12778956	20.96836134	1.78944E+13	19.67922884	9.09302E+13	26.73191605	3.28917E+13	36.17250533	7	NaN	0.9235264	24789	5	31.7	0	NaN	NaN	NaN	NaN	59	1745	5	34	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1773	6	48	3	5	1346	34	23	9	24.7	42	11	456	NaN	NaN	NaN	NaN	69	NaN	82.1	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6	NaN	NaN	NaN	0	NaN	NaN	NaN	NaN	NaN	NaN	100	1105	10	30	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1108	10	21	NaN	3	506	43	30	4	192.6	24	11	100	NaN	NaN	NaN	NaN	20	NaN	217.9	0
28886098	0.159018067	28886098	0.094653808	NaN	NaN	18165293152	21.07697136	5596687891	18.33919634	30.8097857	10988777825	42.15939074	5559856099	21.33086586	1927507073	6.316044658	7.395046577	1455310792	5.583424953	26064840199	30.24272087	6133388410	23.53127187	1	NaN	NaN	NaN	3	NaN	0	NaN	NaN	NaN	NaN	91	899	5	21	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	895	5	21	NaN	2	425	37	83	6	44	52	12	186	NaN	NaN	NaN	NaN	55	NaN	53.1	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	NaN	11.02093	30878	5	4.5	2.1	3.45	48.63	NaN	NaN	29	1100	6	35	14.88	33.8	0.43	NaN	65.26	NaN	68.29	10.45	1.94	46.36	9.63	1100	7	36	3.5	3	877	40	21	6	12.6	77	12	402	0	NaN	0.48	NaN	42	NaN	54.8	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
82696309.76	1.351879783	82696309.76	NaN	570843741.6	NaN	6117134880	45.43914224	1960278434	NaN	32.04569577	3215246192	33.02620264	1050106446	10.78643009	1114008140	NaN	11.44281226	119772961	1.230277822	9735440153	72.31654337	3217296514	33.04726303	NaN	NaN	20.04509	14494	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
