Time required to build a warehouse (days)	Procedures to build a warehouse (number)	Investment in energy with private participation (current US$)	Investment in telecoms with private participation (current US$)	Investment in transport with private participation (current US$)	Investment in water and sanitation with private participation (current US$)	Scientific and technical journal articles	Patent applications, nonresidents	Patent applications, residents	Trademark applications, aggregate direct	Trademark applications, Madrid	Trademark applications, direct nonresident	Trademark applications, direct resident	Trademark applications, total	CPIA business regulatory environment rating (1=low to 6=high)	CPIA debt policy rating (1=low to 6=high)	CPIA economic management cluster average (1=low to 6=high)	CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)	CPIA quality of budgetary and financial management rating (1=low to 6=high)	CPIA financial sector rating (1=low to 6=high)	CPIA fiscal policy rating (1=low to 6=high)	CPIA gender equality rating (1=low to 6=high)	CPIA building human resources rating (1=low to 6=high)	IDA resource allocation index (1=low to 6=high)	CPIA macroeconomic management rating (1=low to 6=high)	CPIA quality of public administration rating (1=low to 6=high)	CPIA equity of public resource use rating (1=low to 6=high)	CPIA property rights and rule-based governance rating (1=low to 6=high)	CPIA social protection rating (1=low to 6=high)	CPIA public sector management and institutions cluster average (1=low to 6=high)	CPIA efficiency of revenue mobilization rating (1=low to 6=high)	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	CPIA structural policies cluster average (1=low to 6=high)	CPIA trade rating (1=low to 6=high)	CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)	Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)	Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)	Air transport, registered carrier departures worldwide	Air transport, freight (million ton-km)	Air transport, passengers carried	Road sector diesel fuel consumption (kt of oil equivalent)	Road sector diesel fuel consumption per capita (kg of oil equivalent)	Road density (km of road per 100 sq. km of land area)	Road sector energy consumption (kt of oil equivalent)	Road sector energy consumption per capita (kg of oil equivalent)	Road sector energy consumption (% of total energy consumption)	Roads, goods transported (million ton-km)	Roads, paved (% of total roads)	Roads, passengers carried (million passenger-km)	Road sector gasoline fuel consumption (kt of oil equivalent)	Road sector gasoline fuel consumption per capita (kg of oil equivalent)	Roads, total network (km)	Railways, goods transported (million ton-km)	Railways, passengers carried (million passenger-km)	Rail lines (total route-km)	Liner shipping connectivity index (maximum value in 2004 = 100)	Container port traffic (TEU: 20 foot equivalent units)	Motor vehicles (per 1,000 people)	Passenger cars (per 1,000 people)	Vehicles (per km of road)	Mobile cellular subscriptions	Mobile cellular subscriptions (per 100 people)	Telephone lines	Telephone lines (per 100 people)	Fixed broadband Internet subscribers	Fixed broadband Internet subscribers (per 100 people)	Secure Internet servers	Secure Internet servers (per 1 million people)	Internet users	Internet users (per 100 people)	Daily newspapers (per 1,000 people)	Lead time to export, median case (days)	Lead time to import, median case (days)	Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)	Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)	Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)	Logistics performance index: Competence and quality of logistics services (1=low to 5=high)	Logistics performance index: Overall (1=low to 5=high)	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)	Logistics performance index: Ability to track and trace consignments (1=low to 5=high)	Income
147	15	NaN	NaN	NaN	NaN	18776.4	23525	2821	NaN	10546	10443	38381	59370	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.936325795	4.771889101	393363	2212.439	51488427	9417	438.0305603	10	24468.51	1138.149638	18.90906885	189847	42.7	302369	13761	640.0911692	811390	61019	1526	9661	38.20681723	6098405	687	551	18	22120000	102.8176451	9370000	43.5534057	5150000	23.93810452	21229	987.4642417	15418952.64	71.7210626	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
194	12	NaN	NaN	NaN	NaN	4815.6	329	2298	NaN	5216	1012	7251	13479	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.379502774	5.006297287	150738	420.794	9140680	5188	622.2917176	127	7381.25	885.3683	22.04275187	42.5	100	NaN	1665	199.7138993	106818	18710	10275	5755	NaN	335173	561	514	44	10816000	129.6601719	3285000	39.37996161	1729000	20.72692652	4010	480.9926345	6078674.032	72.91265428	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
212	30	NaN	474000000	NaN	NaN	100.2	5	222	NaN	3805	896	908	5609	4	5	4.5	3	4	3.5	4.5	4	4	3.8	4	3	4	3	4	3.2	3.5	3.8	3.8	4	2.5	3.795586783	4.23414193	12008	12.032	756338	607	69.26535363	NaN	1548.377	176.6867882	11.60784628	9947	NaN	14041	940	107.2643038	NaN	10021	1047	2099	NaN	NaN	98	81	NaN	6548000	73.21436558	1310500	14.65293618	60000	0.67087079	14	1.597553461	1527566.88	17.43121254	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
135	22	NaN	0	NaN	NaN	2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.5	3	3.3	3	3	2.5	3.5	4	3	3	3.5	2.5	3.5	2.5	3	2.6	3	3.3	2.8	3.5	2	2.899753221	3.20817006	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	480584	6.050115914	30411	0.382846859	160	0.002014255	1	0.125890914	64341.4185	0.81	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
169	12	NaN	NaN	NaN	NaN	7297.6	133	575	NaN	5468	23429	NaN	28897	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.75333441	6.301624365	179019	981.682	5878585	7210	673.2043115	503	8859.999	827.2662312	15.12485406	46891	78.2	132404	1439	134.3607496	153595	7882	10403	3513	77.98120717	10937134	548	479	38	11341704	106.9753382	4734517	44.65612549	2962450	27.94192923	2678	250.0473157	6997430.22	65.33564762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
462	12	NaN	89800000	NaN	NaN	43.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.5	3.5	4	3.5	3.5	3.5	4	3.5	3.5	3.6	4.5	3	3	3	3	3.3	3.5	3.3	3.7	4	3.5	2.74699658	3.248101091	NaN	NaN	NaN	272	32.55153794	NaN	824.878	98.71708645	25.15152605	NaN	NaN	NaN	508	60.79478409	NaN	36	NaN	758	12.02295996	300000	NaN	NaN	NaN	3625366	43.38648489	115289	1.379718477	975	0.01166829	2	0.239349544	154585.63	1.85	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
201	11	153800000	896000000	NaN	NaN	237.4	278	60	NaN	NaN	NaN	NaN	NaN	3.5	4.5	4.2	3	3	3	4	4	4	3.5	4	3	3.5	3	3.5	3	3	3.6	3.3	3.5	3	2.35260754	2.572196865	11308	84.219	1224222	1346	9.252238994	NaN	1799.709	12.37097904	6.441141815	NaN	NaN	NaN	348	2.392109339	NaN	870	5609	2835	6.40454632	1091200	2	1	NaN	44640000	30.68498876	1344456	0.924162573	50000	0.034369387	15	0.103108161	3636957.5	2.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
120	23	607860000	410800000	NaN	NaN	761.4	22	249	NaN	3785	753	6315	10853	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.517263021	3.667579726	15974	2.278	1073496	1528	200.4356327	NaN	2553.916	335.0103202	12.91377587	11027	NaN	13839	598	78.44274106	NaN	4673	2335	4159	5.087359394	203253	353	310	NaN	10429012	137.3807092	2189773	28.84573991	818626	10.78370803	200	26.23503046	3011477.437	39.50310114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
57	13	NaN	NaN	NaN	NaN	43.4	NaN	NaN	NaN	2686	2927	503	6116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.126288509	5.358162536	NaN	NaN	NaN	397	377.2476883	555	1026.915	975.8219391	11.10818931	NaN	81.48148148	NaN	576	547.3417341	3942	NaN	NaN	NaN	5.752435338	269331	512	430	101	1440782	136.9097428	220386	20.94209295	76865	7.304066388	60	57.01476397	546700.5005	51.95	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
298	18	NaN	77700000	NaN	NaN	41	12	59	NaN	4049	1073	416	5538	4	4	3.8	3.5	3.5	4	3.5	4.5	3.5	3.7	4	3	3	3	3.5	3.3	4	3.6	4	4	3	3.310977561	1.534053596	1004	NaN	56313	575	152.3516201	NaN	906.936	240.3011634	15.17869277	NaN	NaN	NaN	315	83.46219189	NaN	1237	78	1016	NaN	NaN	135	119	NaN	3179036	84.23152783	1031355	27.32671394	188460	4.993423709	28	7.418861502	1308125.242	34.66	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
199	15	625000000	1130000000	3960000	NaN	387	220	1510	NaN	6733	1234	3487	11454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6371	1.225	351165	1221	127.1610081	NaN	1558.08	162.2661945	5.53583609	22767	NaN	8184	493	51.34347011	NaN	47933	8188	5491	NaN	NaN	NaN	NaN	NaN	8128000	83.96095733	3718094	38.40732427	477800	4.935598599	20	2.082899396	2226558.7	23.18848886	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
91	8	75000000	NaN	NaN	NaN	1.9	54	NaN	NaN	NaN	770	35	805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.319140251	38211	NaN	NaN	NaN	160032	53.48001751	31124	10.40112018	8047	2.689172796	96	298.0440857	33843.7047	10.50720419	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.570306805	NaN	NaN	NaN	NaN	79000	122.183213	57600	89.08548185	33955	52.51558223	160	2492.211838	53212.711	82.88584268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
249	14	20000000	66300000	NaN	NaN	49.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.5	4.5	4.2	3.5	3.5	4	4	4	4	3.8	4	3	4	2.5	3.5	3.3	4	3.8	3.8	5	3.5	2.791697704	3.218224986	21088	8.755	1718196	986	102.5111489	7	1939.203	201.6125025	32.43779379	NaN	7.885	NaN	604	62.79587618	80887	1060	313	2866	NaN	NaN	NaN	NaN	NaN	5038600	52.3846526	788972	8.202680136	79314	0.824601345	37	3.84676725	1202308.25	12.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
469	17	8846700000	10828200000	9967100000	827400000	12909.2	18833	4084	NaN	NaN	22245	99467	121712	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.486353907	2.518192778	647753	1807.062	58763225	29430	153.6467717	NaN	57253.801	298.9079745	23.02994468	NaN	NaN	NaN	13979	72.98091135	NaN	267700	NaN	29817	30.87045027	7238976	209	167	NaN	150641403	78.64616123	41235247	21.52790547	9679974	5.053675688	4590	23.96325797	64799077.08	33.83	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	21.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.7218771	5.510655799	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.357006557	87255	NaN	NaN	NaN	288662	106.0555515	150000	55.11058858	49216	18.08215152	67	246.160629	180999.7	66.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
167	31	NaN	NaN	NaN	NaN	11.9	75	NaN	NaN	NaN	904	40	944	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.484828	4.967848	13071	104.195	1075754	139	361.3252057	NaN	380.231	988.396002	10.47750029	NaN	81.118	NaN	221	574.4810824	2972.11	NaN	NaN	NaN	3.678521797	90366	510	485	67	398857	103.681358	80786	21.000013	16891	4.390751115	12	31.19354294	176959.7	46	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
180	22	NaN	0	NaN	NaN	3.2	NaN	NaN	NaN	946	NaN	NaN	946	3.5	4.5	4.5	4.5	3.5	3	4.5	4	4	3.9	4.5	4	4	3.5	3.5	3.8	4	4	3.2	3	4	NaN	NaN	2772	0.264	52805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47	38	NaN	253429	36.13378522	27475	3.917372316	2060	0.293713812	NaN	NaN	45939.2765	6.55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
145	22	NaN	51860000	NaN	NaN	57.8	NaN	NaN	NaN	920	NaN	NaN	920	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3.959918748	4.159814973	6105	NaN	236182	270	138.1199925	NaN	654.032	334.573685	30.1321974	NaN	NaN	NaN	358	183.136879	NaN	674	94	888	NaN	NaN	124	63	NaN	1485791	76.00645992	142282	7.278514361	8900	0.45528442	3	1.534666583	122176.375	6.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
203	18	NaN	2800000	NaN	NaN	7.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2.8	2.5	2	2.5	3	2.5	2	2.5	3.5	2.5	2	2	2	2.3	2.5	2.2	2.7	3.5	2.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	250000	5.899063252	12000	0.283155036	0	0	NaN	NaN	42379.61	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
73	12	NaN	NaN	NaN	NaN	28636.7	37028	5061	NaN	NaN	25579	20040	45619	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.835913271	5.778295317	1200361	1388.665	53718757	13968	419.2190317	14	44100.981	1323.594684	16.54569028	129600	NaN	NaN	29621	889.0096605	1409000	358154	3056	57216	34.27767195	4720663	605	399	14	22092500	66.28819759	18250000	54.75883698	9842303	29.53167482	30200	906.3870817	25562540.72	76.72038636	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
154	13	NaN	NaN	NaN	NaN	9334.4	439	1594	NaN	14927	4705	11882	31514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4.998448901	5.643424529	158788	1181.567	14352757	2181	285.184713	173	5769.347	754.3922826	21.54700829	16226	100	93675	3374	441.1798357	71355	16227	18367	3499	3.012880978	92464	567	522	61	8896706	117.4761171	4827882	63.74953058	2556210	33.75334931	7456	974.9368272	5997977.568	78.42877172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
155	17	8870000	405700000	260100000	NaN	1784.7	3421	531	NaN	NaN	9519	23507	33026	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.631838625	4.935826148	108565	1307.721	8021939	3550	211.3649694	11	5796.021	345.091775	19.78913179	NaN	21.826	NaN	2297	136.7620661	80443.24	4296	759	5898	17.41546969	3164137	170	115	35	14796593	88.09806834	3529645	21.01530443	1427178	8.497336176	589	35.06872309	6264756.189	37.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
