Time required to build a warehouse (days)	Procedures to build a warehouse (number)	Investment in energy with private participation (current US$)	Investment in telecoms with private participation (current US$)	Investment in transport with private participation (current US$)	Investment in water and sanitation with private participation (current US$)	Scientific and technical journal articles	Patent applications, nonresidents	Patent applications, residents	Trademark applications, aggregate direct	Trademark applications, Madrid	Trademark applications, direct nonresident	Trademark applications, direct resident	Trademark applications, total	CPIA business regulatory environment rating (1=low to 6=high)	CPIA debt policy rating (1=low to 6=high)	CPIA economic management cluster average (1=low to 6=high)	CPIA policy and institutions for environmental sustainability rating (1=low to 6=high)	CPIA quality of budgetary and financial management rating (1=low to 6=high)	CPIA financial sector rating (1=low to 6=high)	CPIA fiscal policy rating (1=low to 6=high)	CPIA gender equality rating (1=low to 6=high)	CPIA building human resources rating (1=low to 6=high)	IDA resource allocation index (1=low to 6=high)	CPIA macroeconomic management rating (1=low to 6=high)	CPIA quality of public administration rating (1=low to 6=high)	CPIA equity of public resource use rating (1=low to 6=high)	CPIA property rights and rule-based governance rating (1=low to 6=high)	CPIA social protection rating (1=low to 6=high)	CPIA public sector management and institutions cluster average (1=low to 6=high)	CPIA efficiency of revenue mobilization rating (1=low to 6=high)	CPIA policies for social inclusion/equity cluster average (1=low to 6=high)	CPIA structural policies cluster average (1=low to 6=high)	CPIA trade rating (1=low to 6=high)	CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)	Burden of customs procedure, WEF (1=extremely inefficient to 7=extremely efficient)	Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)	Air transport, registered carrier departures worldwide	Air transport, freight (million ton-km)	Air transport, passengers carried	Road sector diesel fuel consumption (kt of oil equivalent)	Road sector diesel fuel consumption per capita (kg of oil equivalent)	Road density (km of road per 100 sq. km of land area)	Road sector energy consumption (kt of oil equivalent)	Road sector energy consumption per capita (kg of oil equivalent)	Road sector energy consumption (% of total energy consumption)	Roads, goods transported (million ton-km)	Roads, paved (% of total roads)	Roads, passengers carried (million passenger-km)	Road sector gasoline fuel consumption (kt of oil equivalent)	Road sector gasoline fuel consumption per capita (kg of oil equivalent)	Roads, total network (km)	Railways, goods transported (million ton-km)	Railways, passengers carried (million passenger-km)	Rail lines (total route-km)	Liner shipping connectivity index (maximum value in 2004 = 100)	Container port traffic (TEU: 20 foot equivalent units)	Motor vehicles (per 1,000 people)	Passenger cars (per 1,000 people)	Vehicles (per km of road)	Mobile cellular subscriptions	Mobile cellular subscriptions (per 100 people)	Telephone lines	Telephone lines (per 100 people)	Fixed broadband Internet subscribers	Fixed broadband Internet subscribers (per 100 people)	Secure Internet servers	Secure Internet servers (per 1 million people)	Internet users	Internet users (per 100 people)	Daily newspapers (per 1,000 people)	Lead time to export, median case (days)	Lead time to import, median case (days)	Logistics performance index: Efficiency of customs clearance process (1=low to 5=high)	Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)	Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high)	Logistics performance index: Competence and quality of logistics services (1=low to 5=high)	Logistics performance index: Overall (1=low to 5=high)	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high)	Logistics performance index: Ability to track and trace consignments (1=low to 5=high)	Income
NaN	NaN	NaN	NaN	NaN	NaN	14255.2	20181	2364	NaN	3905	13064	26710	43679	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	536867	1544.717	39021581	6666	339.2124734	NaN	22867	1163.632108	20.50089146	NaN	NaN	NaN	13662	695.2176435	NaN	40628	1379	9514	NaN	4355020	NaN	NaN	NaN	12670000	64.62949928	10400000	53.05025987	258100	1.316564622	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	4460	329	1932	NaN	8915	1081	7272	17268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	135516	396.021	7070344	4711	582.9033735	NaN	7085	876.6441098	23.19074999	NaN	100	NaN	2145	265.4060149	133635.7031	17626	8300	5647	NaN	NaN	NaN	NaN	NaN	6736000	83.33478699	3883000	48.03874375	451000	5.579570804	NaN	NaN	2955166.37	36.56498507	312.4180102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	145200000	7000000	NaN	NaN	78.1	NaN	NaN	NaN	1712	339	144	2195	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8175	75.954	575300	342	41.85047632	NaN	798	97.65111142	6.964260515	5334	NaN	9603	376	46.01104999	NaN	6980	584.4	2122	NaN	NaN	NaN	NaN	NaN	794200	9.591495525	926000	11.18323452	1000	0.012076927	NaN	NaN	413988.8918	5.065974361	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	3000000	NaN	NaN	1.3	NaN	NaN	NaN	NaN	132	20	152	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	52000	0.781241666	22084	0.331787326	0	0	NaN	NaN	7869.367063	0.118228412	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	6036.7	147	601	NaN	8913	1833	21010	31756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	133682	655.425	2341816	5632	545.0611815	NaN	8026	776.7508953	14.23995112	NaN	78.19999695	NaN	2087	201.9784598	149738.9063	8363	8260	3518	NaN	5825610	NaN	NaN	NaN	8101777	79.01070068	4931600	48.09428493	815418	7.952174878	NaN	NaN	4750689.783	45.97685699	160.7417917	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	9200000	NaN	NaN	29.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	99	14.26927271	NaN	392	56.50055456	17.25049925	NaN	NaN	NaN	271	39.06033236	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	218770	3.153221	62669	0.903273789	21	0.000302682	NaN	NaN	48770.25995	0.702945595	0.259549609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	60900000	NaN	NaN	150.6	246	43	NaN	NaN	1228	3612	4840	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6464	171.582	1536102	607	4.520862058	NaN	903	6.725434001	4.350506899	NaN	NaN	NaN	257	1.914104693	NaN	951.821	3971	2765	NaN	584220	NaN	NaN	NaN	1075000	0.800646905	605931	0.451290028	0	0	NaN	NaN	187865.9734	0.139920289	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	226500000	NaN	NaN	814.8	735	289	NaN	4693	883	4043	9619	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2252	0.031	62798	819	104.0863355	NaN	1805	229.3966246	9.492981189	6603	NaN	16985	610	77.52462106	NaN	4627	2598	4318	NaN	NaN	NaN	NaN	NaN	2597548	32.91090742	2871801	36.38569021	0	0	NaN	NaN	716654.0728	9.10792384	108.0111295	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	20.4	NaN	NaN	NaN	NaN	2089	289	2378	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19752	244.115	1255713	168	261.6537138	NaN	605	942.2648621	9.404379456	NaN	78.90000153	NaN	403	627.6574205	3459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	388990	60.58373698	175446	27.32505802	4980	0.775616366	NaN	NaN	115898.2636	18.05072089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	9.1	NaN	NaN	NaN	3283	NaN	NaN	3283	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4394	0.512	65643	374	99.04967924	NaN	660	174.7935516	14.94746645	300	NaN	NaN	266	70.44709807	21826	293	53	1101	NaN	NaN	NaN	NaN	NaN	748780	19.83059327	902836	23.91059257	213	0.005641065	NaN	NaN	99995.49794	2.648267914	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	120300000	NaN	NaN	492.3	379	895	NaN	3704	841	1733	6278	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5545	1.272	204908	620	62.46851385	NaN	1243	125.2392947	4.922455875	11400	NaN	9397	546	55.01259446	NaN	34169	14349	5512	NaN	NaN	NaN	NaN	NaN	462630	4.64330238	2967163	29.78067791	20	0.000200735	NaN	NaN	891819.5543	8.985587449	140.8390406	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	37600000	NaN	0.9	NaN	NaN	NaN	NaN	1002	46	1048	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	51729	19.69375673	31300	11.91622853	0	0	NaN	NaN	14930.65214	5.629959327	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	30000	47.32756989	56000	88.34479712	0	0	NaN	NaN	32981.78894	52.5187722	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	474000000	81500000	NaN	NaN	33.2	NaN	NaN	NaN	NaN	3208	845	4053	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20560	14.922	1508700	349	40.3624105	NaN	812	93.90910408	22.7542316	NaN	6.699999809	NaN	402	46.49194562	60293.37109	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1023333	11.83501049	590638	6.830823327	3330	0.038511985	NaN	NaN	269533.0445	3.117192947	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	3908510000	4117300000	157800000	207060000	7881.1	12657	3365	NaN	NaN	13515	80797	94312	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	627878	1539.738	35889538	24838	138.5359311	NaN	44414	247.7226365	22.6787597	NaN	NaN	NaN	11948	66.64092539	NaN	167731	NaN	NaN	NaN	3570260	NaN	NaN	NaN	34880964	19.45513659	38810685	21.6469699	731000	0.407721095	NaN	NaN	16403933.51	9.149425086	38.89624485	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	20.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	98.59999847	NaN	NaN	NaN	1600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	97193	36.15636149	133000	49.47677382	0	0	NaN	NaN	74827.6534	27.83632242	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	11.5	21	NaN	NaN	NaN	572	37	609	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11953	161.477	1035795	85	248.8399666	NaN	298	872.4036477	13.39569072	NaN	NaN	NaN	196	573.7956877	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	153647	44.98060512	81280	23.79495587	2757	0.807119751	NaN	NaN	52364.57011	15.32987986	85.84870025	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	2.8	NaN	NaN	NaN	682	0	12	694	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1948	0.2	40859	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0	0	19615	3.236670495	0	0	NaN	NaN	10155.76585	1.675802584	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1
NaN	NaN	NaN	17000000	NaN	NaN	60.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	7304	0.306	179041	91	50.32899121	NaN	414	228.9692567	21.603186	NaN	35.29999924	NaN	299	165.3666854	24102	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	332264	18.37638674	148155	8.193946916	0	0	NaN	NaN	61220.9636	3.385922351	28.59983663	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2
NaN	NaN	NaN	NaN	NaN	NaN	4.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12600	0.329047189	9000	0.235033706	0	0	NaN	NaN	4921.992109	0.128537117	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0
NaN	NaN	NaN	NaN	NaN	NaN	22341.5	35782	3959	NaN	NaN	19664	17068	36732	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	263906	1578.027	23323029	8266	263.5673745	NaN	39778	1268.350233	16.02532544	177216	NaN	493814	28898	921.433582	1408900	233620.0321	NaN	32655.39452	NaN	3307310	NaN	NaN	NaN	11872000	37.95186883	20622000	65.92347027	3515000	11.23659189	NaN	NaN	19267447.73	61.43564737	174.4269686	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	7878.8	466	1827	11596	10592	NaN	NaN	22188	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	242800	1028.307	13295500	1357	186.2794799	NaN	5372	737.4306308	20.76758173	24500	NaN	93303	3794	520.8138148	71212	9732	12332	2982	NaN	NaN	NaN	NaN	NaN	5736303	79.06716426	5387568	74.26032481	455220	6.274590884	NaN	NaN	4454554.65	61.14901425	459.3235791	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3
